Origin,Bulk,Rep,Trmt,TOD,Dead
Offshore,3,86,Heat,96,1
Offshore,3,86,Heat,96,0
Offshore,3,86,Heat,96,0
Offshore,3,86,Heat,96,0
Offshore,3,86,Heat,96,0
Offshore,3,87,Heat,24,1
Offshore,3,87,Heat,24,1
Offshore,3,87,Heat,24,1
Offshore,3,87,Heat,48,1
Offshore,3,87,Heat,96,1
Offshore,3,87,Heat,96,1
Offshore,3,87,Heat,96,1
Offshore,3,87,Heat,96,0
Offshore,3,87,Heat,96,0
Offshore,3,87,Heat,96,0
Offshore,3,88,Heat,24,1
Offshore,3,88,Heat,24,1
Offshore,3,88,Heat,48,1
Offshore,3,88,Heat,72,1
Offshore,3,88,Heat,96,0
Offshore,3,88,Heat,96,0
Offshore,3,88,Heat,96,0
Offshore,3,88,Heat,96,0
Offshore,3,88,Heat,96,0
Offshore,3,88,Heat,96,0
Offshore,3,89,Heat,72,1
Offshore,3,89,Heat,72,1
Offshore,3,89,Heat,72,1
Offshore,3,89,Heat,72,1
Offshore,3,89,Heat,96,0
Offshore,3,89,Heat,96,0
Offshore,3,89,Heat,96,0
Offshore,3,89,Heat,96,0
Offshore,3,89,Heat,96,0
Offshore,3,89,Heat,96,0
Offshore,3,90,Heat,48,1
Offshore,3,90,Heat,96,0
Offshore,3,90,Heat,96,0
Offshore,3,90,Heat,96,0
Offshore,3,90,Heat,96,0
Offshore,3,90,Heat,96,0
Offshore,3,90,Heat,96,0
Offshore,3,90,Heat,96,0
Offshore,3,90,Heat,96,0
Offshore,3,90,Heat,96,0
Cross,1,91,Heat,24,1
Cross,1,91,Heat,48,1
Cross,1,91,Heat,48,1
Cross,1,91,Heat,96,1
Cross,1,91,Heat,96,1
Cross,1,91,Heat,96,1
Cross,1,91,Heat,96,0
Cross,1,91,Heat,96,0
Cross,1,91,Heat,96,0
Cross,1,91,Heat,96,0
Cross,1,92,Heat,48,1
Cross,1,92,Heat,72,1
Cross,1,92,Heat,72,1
Cross,1,92,Heat,72,1
Cross,1,92,Heat,72,1
Cross,1,92,Heat,96,1
Cross,1,92,Heat,96,0
Cross,1,92,Heat,96,0
Cross,1,92,Heat,96,0
Cross,1,92,Heat,96,0
Cross,1,93,Heat,24,1
Cross,1,93,Heat,24,1
Cross,1,93,Heat,72,1
Cross,1,93,Heat,72,1
Cross,1,93,Heat,96,1
Cross,1,93,Heat,96,0
Cross,1,93,Heat,96,0
Cross,1,93,Heat,96,0
Cross,1,93,Heat,96,0
Cross,1,93,Heat,96,0
Cross,1,94,Heat,72,1
Cross,1,94,Heat,72,1
Cross,1,94,Heat,96,0
Cross,1,94,Heat,96,0
Cross,1,94,Heat,96,0
Cross,1,94,Heat,96,0
Cross,1,94,Heat,96,0
Cross,1,94,Heat,96,0
Cross,1,94,Heat,96,0
Cross,1,94,Heat,96,0
Cross,1,95,Heat,24,1
Cross,1,95,Heat,24,1
Cross,1,95,Heat,24,1
Cross,1,95,Heat,48,1
Cross,1,95,Heat,96,1
Cross,1,95,Heat,96,0
Cross,1,95,Heat,96,0
Cross,1,95,Heat,96,0
Cross,1,95,Heat,96,0
Cross,1,95,Heat,96,0
Cross,1,96,Heat,24,1
Cross,1,96,Heat,24,1
Cross,1,96,Heat,24,1
Cross,1,96,Heat,96,1
Cross,1,96,Heat,96,1
Cross,1,96,Heat,96,0
Cross,1,96,Heat,96,0
Cross,1,96,Heat,96,0
Cross,1,96,Heat,96,0
Cross,1,96,Heat,96,0
Cross,2,97,Heat,24,1
Cross,2,97,Heat,24,1
Cross,2,97,Heat,96,1
Cross,2,97,Heat,96,1
Cross,2,97,Heat,96,1
Cross,2,97,Heat,96,0
Cross,2,97,Heat,96,0
Cross,2,97,Heat,96,0
Cross,2,97,Heat,96,0
Cross,2,97,Heat,96,0
Cross,2,98,Heat,96,1
Cross,2,98,Heat,96,1
Cross,2,98,Heat,96,1
Cross,2,98,Heat,96,0
Cross,2,98,Heat,96,0
Cross,2,98,Heat,96,0
Cross,2,98,Heat,96,0
Cross,2,98,Heat,96,0
Cross,2,98,Heat,96,0
Cross,2,98,Heat,96,0
Cross,2,99,Heat,96,1
Cross,2,99,Heat,96,1
Cross,2,99,Heat,96,1
Cross,2,99,Heat,96,1
Cross,2,99,Heat,96,0
Cross,2,99,Heat,96,0
Cross,2,99,Heat,96,0
Cross,2,99,Heat,96,0
Cross,2,99,Heat,96,0
Cross,2,99,Heat,96,0
Cross,2,100,Heat,96,1
Cross,2,100,Heat,96,1
Cross,2,100,Heat,96,1
Cross,2,100,Heat,96,0
Cross,2,100,Heat,96,0
Cross,2,100,Heat,96,0
Cross,2,100,Heat,96,0
Cross,2,100,Heat,96,0
Cross,2,100,Heat,96,0
Cross,2,100,Heat,96,0
Cross,2,101,Heat,24,1
Cross,2,101,Heat,24,1
Cross,2,101,Heat,24,1
Cross,2,101,Heat,24,1
Cross,2,101,Heat,24,1
Cross,2,101,Heat,96,0
Cross,2,101,Heat,96,0
Cross,2,101,Heat,96,0
Cross,2,101,Heat,96,0
Cross,2,101,Heat,96,0
Cross,2,102,Heat,72,1
Cross,2,102,Heat,96,1
Cross,2,102,Heat,96,1
Cross,2,102,Heat,96,1
Cross,2,102,Heat,96,0
Cross,2,102,Heat,96,0
Cross,2,102,Heat,96,0
Cross,2,102,Heat,96,0
Cross,2,102,Heat,96,0
Cross,2,102,Heat,96,0
Cross,3,103,Heat,24,1
Cross,3,103,Heat,24,1
Cross,3,103,Heat,72,1
Cross,3,103,Heat,72,1
Cross,3,103,Heat,96,1
Cross,3,103,Heat,96,0
Cross,3,103,Heat,96,0
Cross,3,103,Heat,96,0
Cross,3,103,Heat,96,0
Cross,3,103,Heat,96,0
Cross,3,104,Heat,48,1
Cross,3,104,Heat,48,1
Cross,3,104,Heat,72,1
Cross,3,104,Heat,96,1
Cross,3,104,Heat,96,1
Cross,3,104,Heat,96,0
Cross,3,104,Heat,96,0
Cross,3,104,Heat,96,0
Cross,3,104,Heat,96,0
Cross,3,104,Heat,96,0
Cross,3,105,Heat,24,1
Cross,3,105,Heat,24,1
Cross,3,105,Heat,24,1
Cross,3,105,Heat,24,1
Cross,3,105,Heat,48,1
Cross,3,105,Heat,96,0
Cross,3,105,Heat,96,0
Cross,3,105,Heat,96,0
Cross,3,105,Heat,96,0
Cross,3,105,Heat,96,0
Cross,3,106,Heat,24,1
Cross,3,106,Heat,24,1
Cross,3,106,Heat,96,1
Cross,3,106,Heat,96,0
Cross,3,106,Heat,96,0
Cross,3,106,Heat,96,0
Cross,3,106,Heat,96,0
Cross,3,106,Heat,96,0
Cross,3,106,Heat,96,0
Cross,3,106,Heat,96,0
Cross,3,107,Heat,24,1
Cross,3,107,Heat,24,1
Cross,3,107,Heat,24,1
Cross,3,107,Heat,24,1
Cross,3,107,Heat,24,1
Cross,3,107,Heat,24,1
Cross,3,107,Heat,72,1
Cross,3,107,Heat,96,0
Cross,3,107,Heat,96,0
Cross,3,107,Heat,96,0
Cross,3,108,Heat,24,1
Cross,3,108,Heat,24,1
Cross,3,108,Heat,24,1
Cross,3,108,Heat,24,1
Cross,3,108,Heat,24,1
Cross,3,108,Heat,24,1
Cross,3,108,Heat,24,1
Cross,3,108,Heat,24,1
Cross,3,108,Heat,48,1
Cross,3,108,Heat,96,0
