gene,logP
isogroupOFAVBQ_DN206540_c1_g1,0.102563984190548
isogroupOFAVBQ_DN206540_c1_g5,NA
isogroupOFAVBQ_DN206542_c2_g2,0.213745276345885
isogroupOFAVBQ_DN206546_c5_g2,NA
isogroupOFAVBQ_DN206547_c1_g1,0.00283364818940671
isogroupOFAVBQ_DN206547_c2_g1,NA
isogroupOFAVBQ_DN206548_c11_g1,NA
isogroupOFAVBQ_DN206549_c1_g1,0.101353481546356
isogroupOFAVBQ_DN206550_c0_g2,NA
isogroupOFAVBQ_DN206551_c0_g3,NA
isogroupOFAVBQ_DN206551_c1_g1,0.862006919246418
isogroupOFAVBQ_DN206552_c2_g1,NA
isogroupOFAVBQ_DN206553_c9_g1,NA
isogroupOFAVBQ_DN206554_c0_g1,-0.0680700756581766
isogroupOFAVBQ_DN206556_c7_g3,NA
isogroupOFAVBQ_DN206556_c9_g3,NA
isogroupOFAVBQ_DN206557_c8_g1,-0.080785311458584
isogroupOFAVBQ_DN206559_c1_g3,NA
isogroupOFAVBQ_DN206561_c7_g2,0.51505143187226
isogroupOFAVBQ_DN206561_c7_g3,NA
isogroupOFAVBQ_DN206562_c8_g2,-1.05136593664812
isogroupOFAVBQ_DN206567_c3_g1,0.255281160126053
isogroupOFAVBQ_DN206568_c0_g1,NA
isogroupOFAVBQ_DN206568_c0_g2,NA
isogroupOFAVBQ_DN206569_c0_g1,NA
isogroupOFAVBQ_DN206570_c3_g2,NA
isogroupOFAVBQ_DN206570_c3_g3,-0.178253096355066
isogroupOFAVBQ_DN206571_c4_g1,-9.98410407558798
isogroupOFAVBQ_DN206572_c3_g5,0.245482140846907
isogroupOFAVBQ_DN206572_c3_g6,-0.65080865649313
isogroupOFAVBQ_DN206574_c0_g1,NA
isogroupOFAVBQ_DN206574_c1_g8,NA
isogroupOFAVBQ_DN206574_c1_g9,NA
isogroupOFAVBQ_DN206580_c1_g3,1.29335554924895
isogroupOFAVBQ_DN206581_c0_g1,-0.184466456937921
isogroupOFAVBQ_DN206582_c1_g2,NA
isogroupOFAVBQ_DN206584_c1_g1,-0.211926430961016
isogroupOFAVBQ_DN206586_c3_g1,0.638789026894705
isogroupOFAVBQ_DN206586_c3_g2,NA
isogroupOFAVBQ_DN206587_c5_g1,0.0818858161738518
isogroupOFAVBQ_DN206587_c6_g1,NA
isogroupOFAVBQ_DN206588_c8_g1,NA
isogroupOFAVBQ_DN206588_c9_g1,-0.0818958315556356
isogroupOFAVBQ_DN206590_c6_g3,0.0038243523701473
isogroupOFAVBQ_DN206590_c8_g2,NA
isogroupOFAVBQ_DN206590_c8_g4,NA
isogroupOFAVBQ_DN206590_c8_g6,0.199893259210615
isogroupOFAVBQ_DN206590_c9_g1,NA
isogroupOFAVBQ_DN206592_c0_g1,-0.605794900969696
isogroupOFAVBQ_DN206593_c2_g2,NA
isogroupOFAVBQ_DN206596_c0_g1,-1.73109250105613
isogroupOFAVBQ_DN206596_c0_g2,NA
isogroupOFAVBQ_DN206597_c7_g1,-0.00677854187425826
isogroupOFAVBQ_DN206598_c0_g1,0.070827071553357
isogroupOFAVBQ_DN206599_c0_g3,-0.0915967450072418
isogroupOFAVBQ_DN206604_c4_g1,NA
isogroupOFAVBQ_DN206604_c4_g3,NA
isogroupOFAVBQ_DN206604_c4_g6,-0.0452282530642824
isogroupOFAVBQ_DN206605_c10_g1,1.16564305526866
isogroupOFAVBQ_DN206605_c10_g2,-0.11584829228698
isogroupOFAVBQ_DN206605_c7_g1,NA
isogroupOFAVBQ_DN206606_c1_g1,-0.30516410024091
isogroupOFAVBQ_DN206606_c2_g1,NA
isogroupOFAVBQ_DN206606_c2_g2,NA
isogroupOFAVBQ_DN206606_c2_g3,0.0188586626310348
isogroupOFAVBQ_DN206607_c0_g2,NA
isogroupOFAVBQ_DN206608_c0_g1,NA
isogroupOFAVBQ_DN206609_c4_g1,NA
isogroupOFAVBQ_DN206609_c4_g2,NA
isogroupOFAVBQ_DN206610_c0_g1,NA
isogroupOFAVBQ_DN206611_c0_g1,-0.178253096355066
isogroupOFAVBQ_DN206611_c0_g5,0.604521029906867
isogroupOFAVBQ_DN206613_c1_g1,-0.424022201267716
isogroupOFAVBQ_DN206613_c1_g3,NA
isogroupOFAVBQ_DN206614_c3_g1,NA
isogroupOFAVBQ_DN206614_c7_g2,NA
isogroupOFAVBQ_DN206614_c9_g1,NA
isogroupOFAVBQ_DN206614_c9_g2,0.0243496904131453
isogroupOFAVBQ_DN206617_c0_g2,-0.475638625392016
isogroupOFAVBQ_DN206618_c2_g1,NA
isogroupOFAVBQ_DN206618_c3_g1,0.21295002504604
isogroupOFAVBQ_DN206618_c4_g1,-2.33977731099796
isogroupOFAVBQ_DN206620_c4_g1,-0.042023660442168
isogroupOFAVBQ_DN206620_c5_g1,0.148662295523086
isogroupOFAVBQ_DN206621_c1_g1,NA
isogroupOFAVBQ_DN206622_c5_g3,0.196117739385362
isogroupOFAVBQ_DN206622_c5_g8,NA
isogroupOFAVBQ_DN206623_c3_g2,NA
isogroupOFAVBQ_DN206624_c1_g1,NA
isogroupOFAVBQ_DN206624_c2_g1,NA
isogroupOFAVBQ_DN206624_c2_g2,NA
isogroupOFAVBQ_DN206624_c3_g1,NA
isogroupOFAVBQ_DN206625_c1_g1,0.530696421243797
isogroupOFAVBQ_DN206626_c1_g5,NA
isogroupOFAVBQ_DN206627_c3_g3,-0.225941097503175
isogroupOFAVBQ_DN206628_c0_g1,NA
isogroupOFAVBQ_DN206630_c3_g2,-0.284701734354678
isogroupOFAVBQ_DN206630_c3_g5,-0.420636565895477
isogroupOFAVBQ_DN206632_c0_g2,-0.022022461762968
isogroupOFAVBQ_DN206633_c0_g3,1.25474828665185
isogroupOFAVBQ_DN206634_c0_g1,NA
isogroupOFAVBQ_DN206634_c0_g8,NA
isogroupOFAVBQ_DN206634_c1_g1,NA
isogroupOFAVBQ_DN206635_c1_g1,-0.0859162796523023
isogroupOFAVBQ_DN206635_c1_g2,-0.934151333536376
isogroupOFAVBQ_DN206636_c4_g1,-0.00394667872522525
isogroupOFAVBQ_DN206638_c0_g3,0.00886141585426147
isogroupOFAVBQ_DN206639_c4_g2,NA
isogroupOFAVBQ_DN206640_c0_g1,0.764349001255034
isogroupOFAVBQ_DN206641_c0_g3,-0.261327330729961
isogroupOFAVBQ_DN206641_c0_g4,NA
isogroupOFAVBQ_DN206643_c1_g2,NA
isogroupOFAVBQ_DN206643_c4_g1,NA
isogroupOFAVBQ_DN206648_c10_g2,-0.729127155420589
isogroupOFAVBQ_DN206649_c1_g1,-0.00734432871351247
isogroupOFAVBQ_DN206649_c2_g1,NA
isogroupOFAVBQ_DN206650_c1_g1,0.124109537077787
isogroupOFAVBQ_DN206652_c6_g1,NA
isogroupOFAVBQ_DN206654_c1_g1,-0.0188586626310348
isogroupOFAVBQ_DN206655_c11_g2,NA
isogroupOFAVBQ_DN206655_c14_g1,NA
isogroupOFAVBQ_DN206658_c1_g1,0.0499800101032619
isogroupOFAVBQ_DN206658_c1_g5,-0.270365583327426
isogroupOFAVBQ_DN206659_c1_g2,NA
isogroupOFAVBQ_DN206659_c3_g3,NA
isogroupOFAVBQ_DN206660_c1_g2,-0.22801562700568
isogroupOFAVBQ_DN206663_c1_g1,0.273459302335635
isogroupOFAVBQ_DN206663_c2_g5,NA
isogroupOFAVBQ_DN206664_c0_g1,0.113609510678867
isogroupOFAVBQ_DN206665_c4_g7,-0.0480922465603869
isogroupOFAVBQ_DN206665_c4_g8,NA
isogroupOFAVBQ_DN206666_c0_g1,-0.130554458913241
isogroupOFAVBQ_DN206667_c2_g2,NA
isogroupOFAVBQ_DN206668_c8_g2,0.170538895676135
isogroupOFAVBQ_DN206669_c11_g3,NA
isogroupOFAVBQ_DN206671_c0_g3,NA
isogroupOFAVBQ_DN206671_c0_g4,0.183178192519914
isogroupOFAVBQ_DN206674_c4_g1,NA
isogroupOFAVBQ_DN206674_c6_g7,0.0763902428011705
isogroupOFAVBQ_DN206675_c2_g4,-0.0865713678609046
isogroupOFAVBQ_DN206678_c0_g1,-1.87880499308987
isogroupOFAVBQ_DN206678_c0_g2,0.0795418462860221
isogroupOFAVBQ_DN206678_c0_g4,-0.126760928873916
isogroupOFAVBQ_DN206679_c1_g3,NA
isogroupOFAVBQ_DN206680_c1_g3,NA
isogroupOFAVBQ_DN206681_c2_g3,0.159146855764224
isogroupOFAVBQ_DN206682_c7_g3,0.547583044791799
isogroupOFAVBQ_DN206682_c7_g4,NA
isogroupOFAVBQ_DN206683_c1_g1,0.0278470351379624
isogroupOFAVBQ_DN206683_c1_g3,0.219537896417965
isogroupOFAVBQ_DN206684_c2_g2,-2.42254488055635
isogroupOFAVBQ_DN206685_c1_g1,NA
isogroupOFAVBQ_DN206685_c7_g1,NA
isogroupOFAVBQ_DN206685_c8_g1,-3.11701390612679
isogroupOFAVBQ_DN206687_c2_g3,-0.108501648016615
isogroupOFAVBQ_DN206689_c0_g1,2.87386037101435
isogroupOFAVBQ_DN206689_c0_g2,-0.199037892270758
isogroupOFAVBQ_DN206690_c0_g1,0.760716220322234
isogroupOFAVBQ_DN206691_c11_g1,NA
isogroupOFAVBQ_DN206692_c2_g1,0.300345768246609
isogroupOFAVBQ_DN206692_c3_g1,0.139263255788963
isogroupOFAVBQ_DN206693_c0_g1,1.42264361014482
isogroupOFAVBQ_DN206693_c0_g3,-1.46310340768474
isogroupOFAVBQ_DN206693_c0_g4,NA
isogroupOFAVBQ_DN206695_c5_g1,NA
isogroupOFAVBQ_DN206696_c6_g1,-0.0104406751371403
isogroupOFAVBQ_DN206697_c4_g1,NA
isogroupOFAVBQ_DN206697_c6_g2,0.231325570318715
isogroupOFAVBQ_DN206698_c0_g2,-0.0460141402533408
isogroupOFAVBQ_DN206698_c1_g1,-0.315929755863726
isogroupOFAVBQ_DN206699_c1_g1,NA
isogroupOFAVBQ_DN206701_c1_g1,0.0982432603232395
isogroupOFAVBQ_DN206701_c1_g2,NA
isogroupOFAVBQ_DN206702_c5_g1,NA
isogroupOFAVBQ_DN206702_c6_g2,0.363719689618691
isogroupOFAVBQ_DN206703_c0_g1,-0.0563703654864552
isogroupOFAVBQ_DN206703_c0_g4,-0.256881660764082
isogroupOFAVBQ_DN206704_c5_g1,NA
isogroupOFAVBQ_DN206705_c0_g1,NA
isogroupOFAVBQ_DN206705_c0_g3,0.103994675348869
isogroupOFAVBQ_DN206707_c1_g1,NA
isogroupOFAVBQ_DN206709_c10_g1,NA
isogroupOFAVBQ_DN206709_c11_g5,0.295249589060505
isogroupOFAVBQ_DN206711_c0_g1,0.0683285864855257
isogroupOFAVBQ_DN206713_c1_g1,-1.64829594906735
isogroupOFAVBQ_DN206716_c8_g1,-0.51505143187226
isogroupOFAVBQ_DN206720_c11_g2,-0.187773692576897
isogroupOFAVBQ_DN206720_c3_g1,-0.361206332974699
isogroupOFAVBQ_DN206720_c8_g1,-0.171460760123325
isogroupOFAVBQ_DN206720_c9_g1,NA
isogroupOFAVBQ_DN206721_c8_g2,NA
isogroupOFAVBQ_DN206722_c0_g3,-0.0743325709140058
isogroupOFAVBQ_DN206722_c0_g4,0.0361918752334581
isogroupOFAVBQ_DN206723_c1_g1,-0.0823169113331677
isogroupOFAVBQ_DN206724_c3_g3,-0.619051038142921
isogroupOFAVBQ_DN206724_c4_g2,NA
isogroupOFAVBQ_DN206724_c4_g5,-0.00697712376153335
isogroupOFAVBQ_DN206725_c15_g2,NA
isogroupOFAVBQ_DN206725_c17_g1,NA
isogroupOFAVBQ_DN206725_c3_g1,NA
isogroupOFAVBQ_DN206726_c2_g2,NA
isogroupOFAVBQ_DN206727_c0_g2,NA
isogroupOFAVBQ_DN206727_c1_g2,NA
isogroupOFAVBQ_DN206729_c9_g1,NA
isogroupOFAVBQ_DN206731_c5_g1,-0.299493440629591
isogroupOFAVBQ_DN206735_c4_g1,0.0358261255282024
isogroupOFAVBQ_DN206735_c4_g2,-1.66448697473991
isogroupOFAVBQ_DN206736_c2_g1,NA
isogroupOFAVBQ_DN206736_c2_g2,NA
isogroupOFAVBQ_DN206736_c3_g1,NA
isogroupOFAVBQ_DN206737_c4_g2,-0.36216248279424
isogroupOFAVBQ_DN206739_c6_g1,-0.0441282438688463
isogroupOFAVBQ_DN206740_c0_g1,NA
isogroupOFAVBQ_DN206744_c1_g1,NA
isogroupOFAVBQ_DN206746_c0_g1,NA
isogroupOFAVBQ_DN206748_c8_g1,-0.550254656320577
isogroupOFAVBQ_DN206749_c1_g2,-0.293483262509559
isogroupOFAVBQ_DN206752_c0_g3,0.0105378523709544
isogroupOFAVBQ_DN206752_c0_g5,NA
isogroupOFAVBQ_DN206753_c9_g1,NA
isogroupOFAVBQ_DN206755_c2_g1,NA
isogroupOFAVBQ_DN206757_c0_g4,NA
isogroupOFAVBQ_DN206759_c0_g1,0.303253837701806
isogroupOFAVBQ_DN206759_c0_g4,NA
isogroupOFAVBQ_DN206760_c5_g1,-0.0799292216399217
isogroupOFAVBQ_DN206763_c0_g2,0.159958056224256
isogroupOFAVBQ_DN206763_c1_g2,NA
isogroupOFAVBQ_DN206764_c0_g1,NA
isogroupOFAVBQ_DN206765_c2_g1,-0.00968191116114777
isogroupOFAVBQ_DN206767_c4_g1,-0.323665990441306
isogroupOFAVBQ_DN206768_c0_g1,0.588836527087201
isogroupOFAVBQ_DN206769_c7_g3,0.240428460127609
isogroupOFAVBQ_DN206773_c0_g1,0.134022710788047
isogroupOFAVBQ_DN206774_c2_g1,0.425466929391997
isogroupOFAVBQ_DN206775_c0_g1,-0.382048350367212
isogroupOFAVBQ_DN206776_c0_g4,NA
isogroupOFAVBQ_DN206777_c4_g1,NA
isogroupOFAVBQ_DN206778_c0_g1,-0.328351046432242
isogroupOFAVBQ_DN206780_c0_g1,-0.282943217858933
isogroupOFAVBQ_DN206781_c0_g1,-0.0859162796523023
isogroupOFAVBQ_DN206783_c3_g1,0.227100779246499
isogroupOFAVBQ_DN206784_c1_g1,0.00968191116114777
isogroupOFAVBQ_DN206784_c1_g3,0.0823169113331677
isogroupOFAVBQ_DN206785_c2_g5,NA
isogroupOFAVBQ_DN206785_c3_g2,-0.119588303314931
isogroupOFAVBQ_DN206788_c7_g1,-0.0729307766687427
isogroupOFAVBQ_DN206789_c2_g2,-0.100748269205608
isogroupOFAVBQ_DN206792_c8_g1,0.114582469493092
isogroupOFAVBQ_DN206793_c2_g1,NA
isogroupOFAVBQ_DN206794_c0_g1,0.0692011894735501
isogroupOFAVBQ_DN206795_c2_g1,NA
isogroupOFAVBQ_DN206796_c5_g2,NA
isogroupOFAVBQ_DN206797_c5_g1,NA
isogroupOFAVBQ_DN206797_c7_g1,0.361206332974699
isogroupOFAVBQ_DN206798_c2_g2,NA
isogroupOFAVBQ_DN206800_c10_g1,NA
isogroupOFAVBQ_DN206800_c12_g1,NA
isogroupOFAVBQ_DN206800_c2_g1,NA
isogroupOFAVBQ_DN206800_c7_g2,NA
isogroupOFAVBQ_DN206800_c9_g1,-0.0845800600570454
isogroupOFAVBQ_DN206801_c0_g1,NA
isogroupOFAVBQ_DN206801_c1_g2,NA
isogroupOFAVBQ_DN206803_c0_g1,0.0404617851436686
isogroupOFAVBQ_DN206804_c1_g4,0.0742573800299934
isogroupOFAVBQ_DN206805_c0_g2,0.0544456718434828
isogroupOFAVBQ_DN206807_c5_g1,-0.094672854156921
isogroupOFAVBQ_DN206807_c5_g4,NA
isogroupOFAVBQ_DN206807_c8_g1,0.017877722392306
isogroupOFAVBQ_DN206809_c1_g1,NA
isogroupOFAVBQ_DN206809_c2_g3,0.169598130918725
isogroupOFAVBQ_DN206809_c2_g5,-0.0116100468518365
isogroupOFAVBQ_DN206812_c2_g2,0.256922373049227
isogroupOFAVBQ_DN206812_c2_g4,0.0544456718434828
isogroupOFAVBQ_DN206813_c0_g1,-1.0000899623569
isogroupOFAVBQ_DN206817_c2_g1,-0.072771899988946
isogroupOFAVBQ_DN206820_c1_g2,0.134182765858402
isogroupOFAVBQ_DN206821_c0_g3,NA
isogroupOFAVBQ_DN206822_c3_g1,NA
isogroupOFAVBQ_DN206825_c0_g2,0.065319805498304
isogroupOFAVBQ_DN206826_c0_g1,-0.0213702181469702
isogroupOFAVBQ_DN206827_c7_g1,0.00511420383497654
isogroupOFAVBQ_DN206829_c0_g1,0.189889961673783
isogroupOFAVBQ_DN206832_c1_g1,0.288782924230665
isogroupOFAVBQ_DN206834_c1_g1,0.182575137763344
isogroupOFAVBQ_DN206836_c2_g1,NA
isogroupOFAVBQ_DN206836_c3_g1,-0.0823169113331677
isogroupOFAVBQ_DN206837_c6_g2,-0.131685281002533
isogroupOFAVBQ_DN206838_c1_g1,NA
isogroupOFAVBQ_DN206838_c1_g4,-0.0791456569899812
isogroupOFAVBQ_DN206840_c1_g1,-0.062034819680486
isogroupOFAVBQ_DN206841_c7_g1,NA
isogroupOFAVBQ_DN206842_c4_g1,NA
isogroupOFAVBQ_DN206843_c0_g1,NA
isogroupOFAVBQ_DN206844_c1_g2,-1.1690519716319
isogroupOFAVBQ_DN206846_c8_g1,NA
isogroupOFAVBQ_DN206848_c0_g1,NA
isogroupOFAVBQ_DN206849_c0_g1,0.0559957737073575
isogroupOFAVBQ_DN206850_c2_g2,-0.0770280056889922
isogroupOFAVBQ_DN206852_c4_g4,1.18756954962681
isogroupOFAVBQ_DN206853_c0_g1,NA
isogroupOFAVBQ_DN206853_c0_g2,NA
isogroupOFAVBQ_DN206856_c2_g1,NA
isogroupOFAVBQ_DN206857_c0_g1,NA
isogroupOFAVBQ_DN206858_c4_g2,NA
isogroupOFAVBQ_DN206860_c8_g4,0.0432082631217583
isogroupOFAVBQ_DN206861_c3_g1,NA
isogroupOFAVBQ_DN206861_c4_g2,0.14985459412746
isogroupOFAVBQ_DN206862_c6_g2,-0.652344004117651
isogroupOFAVBQ_DN206865_c6_g1,-0.00344031637481566
isogroupOFAVBQ_DN206866_c2_g1,1.46514234142959
isogroupOFAVBQ_DN206871_c1_g1,NA
isogroupOFAVBQ_DN206873_c1_g1,-0.222547625511625
isogroupOFAVBQ_DN206875_c4_g2,-0.222721954002572
isogroupOFAVBQ_DN206877_c7_g1,0.244250662209697
isogroupOFAVBQ_DN206877_c7_g5,-0.076310753041315
isogroupOFAVBQ_DN206878_c0_g1,NA
isogroupOFAVBQ_DN206879_c1_g1,0.431930581490658
isogroupOFAVBQ_DN206882_c2_g1,NA
isogroupOFAVBQ_DN206882_c3_g1,0.0406741905806153
isogroupOFAVBQ_DN206884_c11_g2,-0.396876495291797
isogroupOFAVBQ_DN206884_c11_g6,NA
isogroupOFAVBQ_DN206884_c14_g1,NA
isogroupOFAVBQ_DN206884_c4_g1,0.564974906623757
isogroupOFAVBQ_DN206884_c8_g1,NA
isogroupOFAVBQ_DN206885_c7_g4,-0.0222212178435726
isogroupOFAVBQ_DN206886_c7_g1,NA
isogroupOFAVBQ_DN206888_c1_g1,NA
isogroupOFAVBQ_DN206888_c1_g2,NA
isogroupOFAVBQ_DN206889_c0_g1,-0.0114862543165314
isogroupOFAVBQ_DN206890_c0_g1,-0.107227256092271
isogroupOFAVBQ_DN206890_c1_g1,0.24683049924909
isogroupOFAVBQ_DN206892_c4_g1,-1.0887635493625
isogroupOFAVBQ_DN206892_c6_g1,0.75560152940309
isogroupOFAVBQ_DN206892_c6_g3,NA
isogroupOFAVBQ_DN206893_c0_g1,8.22000367433157
isogroupOFAVBQ_DN206894_c0_g1,0.0552805551492274
isogroupOFAVBQ_DN206895_c0_g1,-0.20205149048698
isogroupOFAVBQ_DN206895_c0_g2,-0.0162745734270088
isogroupOFAVBQ_DN206896_c1_g1,NA
isogroupOFAVBQ_DN206897_c0_g1,-0.111284830611611
isogroupOFAVBQ_DN206901_c0_g1,-0.147864283731931
isogroupOFAVBQ_DN206901_c0_g2,0.255081058302772
isogroupOFAVBQ_DN206904_c0_g2,0.614539508489156
isogroupOFAVBQ_DN206905_c1_g2,NA
isogroupOFAVBQ_DN206906_c2_g1,0.29387253993563
isogroupOFAVBQ_DN206906_c2_g4,0.0575231765213569
isogroupOFAVBQ_DN206906_c6_g1,0.132669798382338
isogroupOFAVBQ_DN206907_c1_g1,2.08261956124244
isogroupOFAVBQ_DN206907_c2_g1,NA
isogroupOFAVBQ_DN206913_c0_g1,NA
isogroupOFAVBQ_DN206915_c2_g1,NA
isogroupOFAVBQ_DN206918_c1_g1,0.185764978654022
isogroupOFAVBQ_DN206918_c2_g1,NA
isogroupOFAVBQ_DN206920_c0_g1,-0.0828973487497783
isogroupOFAVBQ_DN206923_c7_g2,0.0256672326606533
isogroupOFAVBQ_DN206923_c7_g4,0.49010355684067
isogroupOFAVBQ_DN206924_c1_g1,-0.604576462432737
isogroupOFAVBQ_DN206925_c0_g3,NA
isogroupOFAVBQ_DN206926_c2_g4,NA
isogroupOFAVBQ_DN206930_c3_g1,NA
isogroupOFAVBQ_DN206931_c5_g1,0.17431450261417
isogroupOFAVBQ_DN206933_c3_g1,NA
isogroupOFAVBQ_DN206934_c7_g2,0.0120799457313193
isogroupOFAVBQ_DN206934_c7_g6,0.0523626426701531
isogroupOFAVBQ_DN206935_c0_g1,-0.111284830611611
isogroupOFAVBQ_DN206936_c4_g1,NA
isogroupOFAVBQ_DN206937_c0_g3,-0.0880630585524497
isogroupOFAVBQ_DN206938_c10_g4,-0.00953309279658832
isogroupOFAVBQ_DN206938_c10_g5,NA
isogroupOFAVBQ_DN206938_c10_g7,NA
isogroupOFAVBQ_DN206938_c3_g1,NA
isogroupOFAVBQ_DN206939_c3_g1,0.980357414367705
isogroupOFAVBQ_DN206940_c2_g2,1.31611023785098
isogroupOFAVBQ_DN206940_c2_g3,NA
isogroupOFAVBQ_DN206941_c12_g1,1.15142095590366
isogroupOFAVBQ_DN206942_c0_g1,-0.130634517673428
isogroupOFAVBQ_DN206943_c0_g2,NA
isogroupOFAVBQ_DN206946_c4_g1,NA
isogroupOFAVBQ_DN206946_c4_g2,NA
isogroupOFAVBQ_DN206947_c9_g4,NA
isogroupOFAVBQ_DN206948_c5_g1,NA
isogroupOFAVBQ_DN206949_c8_g3,0.0336141835811694
isogroupOFAVBQ_DN206951_c0_g2,NA
isogroupOFAVBQ_DN206952_c2_g1,NA
isogroupOFAVBQ_DN206952_c3_g2,NA
isogroupOFAVBQ_DN206953_c1_g1,NA
isogroupOFAVBQ_DN206956_c5_g1,0.362324002363181
isogroupOFAVBQ_DN206957_c0_g1,-0.679989977244315
isogroupOFAVBQ_DN206957_c0_g2,NA
isogroupOFAVBQ_DN206957_c0_g4,NA
isogroupOFAVBQ_DN206960_c0_g1,-0.075963268514721
isogroupOFAVBQ_DN206960_c0_g5,NA
isogroupOFAVBQ_DN206961_c0_g2,NA
isogroupOFAVBQ_DN206962_c2_g1,NA
isogroupOFAVBQ_DN206963_c0_g1,1.89877518682089
isogroupOFAVBQ_DN206965_c6_g1,NA
isogroupOFAVBQ_DN206965_c6_g10,NA
isogroupOFAVBQ_DN206965_c6_g3,NA
isogroupOFAVBQ_DN206965_c6_g4,NA
isogroupOFAVBQ_DN206967_c5_g5,-0.0706655476644876
isogroupOFAVBQ_DN206969_c0_g1,0.0317692709491401
isogroupOFAVBQ_DN206970_c1_g2,-0.0880630585524497
isogroupOFAVBQ_DN206970_c1_g3,NA
isogroupOFAVBQ_DN206970_c2_g5,NA
isogroupOFAVBQ_DN206971_c1_g3,-0.327959050140438
isogroupOFAVBQ_DN206972_c6_g1,NA
isogroupOFAVBQ_DN206973_c0_g1,-1.13549807711095
isogroupOFAVBQ_DN206975_c0_g1,0.103301390778132
isogroupOFAVBQ_DN206975_c1_g1,NA
isogroupOFAVBQ_DN206976_c10_g1,NA
isogroupOFAVBQ_DN206977_c4_g2,0.0114862543165314
isogroupOFAVBQ_DN206978_c0_g1,NA
isogroupOFAVBQ_DN206979_c0_g1,0.261759627031966
isogroupOFAVBQ_DN206982_c0_g4,-0.061039208853628
isogroupOFAVBQ_DN206986_c0_g5,NA
isogroupOFAVBQ_DN206986_c1_g1,0.169681805738941
isogroupOFAVBQ_DN206988_c2_g1,-0.883506035662355
isogroupOFAVBQ_DN206990_c3_g1,NA
isogroupOFAVBQ_DN206990_c5_g1,NA
isogroupOFAVBQ_DN206991_c4_g1,NA
isogroupOFAVBQ_DN206993_c5_g1,NA
isogroupOFAVBQ_DN206995_c0_g1,-0.167640965873585
isogroupOFAVBQ_DN206996_c0_g2,7.75602440503032
isogroupOFAVBQ_DN206998_c0_g2,-1.08155367857996
isogroupOFAVBQ_DN206998_c1_g1,0.539775987980334
isogroupOFAVBQ_DN206998_c1_g3,NA
isogroupOFAVBQ_DN207000_c2_g1,-0.519435190562047
isogroupOFAVBQ_DN207001_c4_g1,NA
isogroupOFAVBQ_DN207002_c6_g3,1.04107137271353
isogroupOFAVBQ_DN207003_c5_g1,NA
isogroupOFAVBQ_DN207004_c8_g1,NA
isogroupOFAVBQ_DN207005_c1_g1,NA
isogroupOFAVBQ_DN207006_c3_g2,-0.221592273052575
isogroupOFAVBQ_DN207009_c0_g2,-0.0770280056889922
isogroupOFAVBQ_DN207009_c0_g3,NA
isogroupOFAVBQ_DN207010_c2_g1,NA
isogroupOFAVBQ_DN207010_c3_g2,NA
isogroupOFAVBQ_DN207010_c3_g4,NA
isogroupOFAVBQ_DN207011_c3_g1,-0.208274388987015
isogroupOFAVBQ_DN207012_c1_g1,NA
isogroupOFAVBQ_DN207012_c1_g3,-0.578135270740792
isogroupOFAVBQ_DN207014_c1_g1,0.810849831372069
isogroupOFAVBQ_DN207014_c1_g3,NA
isogroupOFAVBQ_DN207015_c3_g3,NA
isogroupOFAVBQ_DN207017_c0_g2,NA
isogroupOFAVBQ_DN207022_c6_g1,NA
isogroupOFAVBQ_DN207022_c7_g2,NA
isogroupOFAVBQ_DN207023_c1_g2,0.057796175317114
isogroupOFAVBQ_DN207024_c4_g4,NA
isogroupOFAVBQ_DN207028_c0_g1,0.0552805551492274
isogroupOFAVBQ_DN207031_c0_g1,-0.88725071983229
isogroupOFAVBQ_DN207035_c0_g1,-0.169681805738941
isogroupOFAVBQ_DN207037_c6_g3,0.0864303369308455
isogroupOFAVBQ_DN207038_c1_g1,NA
isogroupOFAVBQ_DN207038_c1_g2,NA
isogroupOFAVBQ_DN207040_c1_g1,-0.649558449170726
isogroupOFAVBQ_DN207040_c1_g2,-0.340025678521761
isogroupOFAVBQ_DN207043_c3_g1,NA
isogroupOFAVBQ_DN207044_c2_g3,NA
isogroupOFAVBQ_DN207045_c2_g1,NA
isogroupOFAVBQ_DN207046_c0_g1,NA
isogroupOFAVBQ_DN207047_c0_g1,NA
isogroupOFAVBQ_DN207047_c0_g2,0.912296177631228
isogroupOFAVBQ_DN207050_c7_g1,0.146419183560218
isogroupOFAVBQ_DN207053_c2_g1,-1.93616879003303
isogroupOFAVBQ_DN207053_c2_g5,-0.169797789035907
isogroupOFAVBQ_DN207055_c0_g1,-0.536904436784989
isogroupOFAVBQ_DN207056_c1_g1,-0.0706392237223529
isogroupOFAVBQ_DN207057_c2_g1,NA
isogroupOFAVBQ_DN207057_c2_g2,-0.0207849803439372
isogroupOFAVBQ_DN207057_c3_g1,NA
isogroupOFAVBQ_DN207061_c1_g1,0.269312646018426
isogroupOFAVBQ_DN207063_c3_g1,-0.12993413104675
isogroupOFAVBQ_DN207063_c3_g3,NA
isogroupOFAVBQ_DN207070_c2_g1,-0.0395369661616935
isogroupOFAVBQ_DN207070_c2_g2,NA
isogroupOFAVBQ_DN207071_c1_g1,1.44134632987039
isogroupOFAVBQ_DN207073_c0_g3,NA
isogroupOFAVBQ_DN207074_c0_g1,1.30739660028207
isogroupOFAVBQ_DN207075_c4_g6,NA
