gene,logP
isogroupOFAVBQ_DN209853_c1_g1,-0.0799288563152329
isogroupOFAVBQ_DN209854_c2_g2,-0.0480732656732656
isogroupOFAVBQ_DN209855_c1_g2,-0.032652280011842
isogroupOFAVBQ_DN209862_c1_g1,0.070336040058781
isogroupOFAVBQ_DN209863_c8_g3,NA
isogroupOFAVBQ_DN209864_c1_g2,NA
isogroupOFAVBQ_DN209864_c1_g3,NA
isogroupOFAVBQ_DN209865_c2_g1,NA
isogroupOFAVBQ_DN209865_c7_g2,0.0461226676187838
isogroupOFAVBQ_DN209865_c8_g1,NA
isogroupOFAVBQ_DN209866_c0_g1,NA
isogroupOFAVBQ_DN209867_c0_g1,NA
isogroupOFAVBQ_DN209867_c1_g3,NA
isogroupOFAVBQ_DN209868_c4_g1,-0.488975818605055
isogroupOFAVBQ_DN209870_c1_g2,-0.0860046249445363
isogroupOFAVBQ_DN209871_c0_g2,NA
isogroupOFAVBQ_DN209873_c5_g2,NA
isogroupOFAVBQ_DN209874_c5_g1,NA
isogroupOFAVBQ_DN209874_c5_g2,-0.923958270786276
isogroupOFAVBQ_DN209875_c2_g1,NA
isogroupOFAVBQ_DN209876_c4_g1,NA
isogroupOFAVBQ_DN209879_c5_g2,NA
isogroupOFAVBQ_DN209880_c3_g2,NA
isogroupOFAVBQ_DN209880_c4_g1,NA
isogroupOFAVBQ_DN209882_c4_g1,-0.455058567887426
isogroupOFAVBQ_DN209882_c4_g3,0.160483830376131
isogroupOFAVBQ_DN209883_c0_g1,-0.551055713618302
isogroupOFAVBQ_DN209884_c0_g1,0.142400488797363
isogroupOFAVBQ_DN209887_c1_g2,0.0309846461687625
isogroupOFAVBQ_DN209888_c0_g1,-0.209927576413266
isogroupOFAVBQ_DN209889_c2_g1,NA
isogroupOFAVBQ_DN209889_c4_g1,-0.130927378509358
isogroupOFAVBQ_DN209890_c2_g1,NA
isogroupOFAVBQ_DN209891_c5_g1,-0.876035622398502
isogroupOFAVBQ_DN209892_c2_g1,0.134403398126459
isogroupOFAVBQ_DN209893_c4_g1,NA
isogroupOFAVBQ_DN209894_c10_g1,NA
isogroupOFAVBQ_DN209894_c5_g1,NA
isogroupOFAVBQ_DN209895_c0_g2,-0.0103211125541949
isogroupOFAVBQ_DN209896_c7_g2,0.262085807989544
isogroupOFAVBQ_DN209898_c3_g1,NA
isogroupOFAVBQ_DN209898_c3_g2,NA
isogroupOFAVBQ_DN209898_c6_g1,-0.384587267719977
isogroupOFAVBQ_DN209902_c4_g1,NA
isogroupOFAVBQ_DN209902_c9_g1,0.0317404138839773
isogroupOFAVBQ_DN209904_c0_g1,0.588680496482258
isogroupOFAVBQ_DN209904_c1_g1,NA
isogroupOFAVBQ_DN209905_c0_g2,NA
isogroupOFAVBQ_DN209906_c1_g1,-0.0266812732908684
isogroupOFAVBQ_DN209906_c3_g1,NA
isogroupOFAVBQ_DN209907_c6_g1,-0.226154469752377
isogroupOFAVBQ_DN209908_c4_g1,NA
isogroupOFAVBQ_DN209909_c4_g1,0.362150746528325
isogroupOFAVBQ_DN209910_c4_g2,NA
isogroupOFAVBQ_DN209910_c5_g1,0.0592937291689751
isogroupOFAVBQ_DN209910_c5_g5,-0.426766787013733
isogroupOFAVBQ_DN209912_c12_g1,-0.0486309605502386
isogroupOFAVBQ_DN209913_c0_g1,-0.124670417987206
isogroupOFAVBQ_DN209914_c0_g1,-0.0704767640244899
isogroupOFAVBQ_DN209914_c0_g3,NA
isogroupOFAVBQ_DN209916_c7_g2,NA
isogroupOFAVBQ_DN209916_c7_g5,NA
isogroupOFAVBQ_DN209918_c0_g1,NA
isogroupOFAVBQ_DN209919_c0_g3,0.368854077628265
isogroupOFAVBQ_DN209920_c2_g1,-0.156428263106393
isogroupOFAVBQ_DN209922_c1_g1,NA
isogroupOFAVBQ_DN209925_c0_g1,-0.0373331632118835
isogroupOFAVBQ_DN209926_c3_g2,NA
isogroupOFAVBQ_DN209927_c1_g2,NA
isogroupOFAVBQ_DN209929_c0_g1,0.0106473874066079
isogroupOFAVBQ_DN209930_c0_g1,1.17210295329656
isogroupOFAVBQ_DN209931_c1_g1,-0.0465571632330403
isogroupOFAVBQ_DN209931_c2_g2,NA
isogroupOFAVBQ_DN209931_c2_g9,NA
isogroupOFAVBQ_DN209934_c2_g1,NA
isogroupOFAVBQ_DN209935_c0_g1,-0.186204328874341
isogroupOFAVBQ_DN209935_c0_g2,NA
isogroupOFAVBQ_DN209936_c1_g1,0.049883436684264
isogroupOFAVBQ_DN209939_c2_g1,-0.199495943963957
isogroupOFAVBQ_DN209940_c0_g1,-0.206705654572709
isogroupOFAVBQ_DN209941_c8_g1,-0.106123880995249
isogroupOFAVBQ_DN209947_c1_g1,-0.182603017806043
isogroupOFAVBQ_DN209947_c1_g3,NA
isogroupOFAVBQ_DN209947_c1_g4,NA
isogroupOFAVBQ_DN209947_c1_g5,NA
isogroupOFAVBQ_DN209947_c1_g6,NA
isogroupOFAVBQ_DN209949_c0_g1,NA
isogroupOFAVBQ_DN209949_c0_g2,NA
isogroupOFAVBQ_DN209951_c6_g1,0.168900226776307
isogroupOFAVBQ_DN209951_c6_g2,0.0667790565938055
isogroupOFAVBQ_DN209951_c6_g3,NA
isogroupOFAVBQ_DN209952_c0_g1,NA
isogroupOFAVBQ_DN209953_c1_g2,NA
isogroupOFAVBQ_DN209957_c2_g1,-0.171575740841004
isogroupOFAVBQ_DN209959_c0_g1,1.58850718473597
isogroupOFAVBQ_DN209960_c0_g2,0.268970436433619
isogroupOFAVBQ_DN209961_c4_g1,NA
isogroupOFAVBQ_DN209962_c4_g2,NA
isogroupOFAVBQ_DN209962_c4_g3,NA
isogroupOFAVBQ_DN209964_c1_g1,NA
isogroupOFAVBQ_DN209965_c6_g3,-0.71726995667457
isogroupOFAVBQ_DN209966_c0_g1,NA
isogroupOFAVBQ_DN209967_c0_g1,NA
isogroupOFAVBQ_DN209967_c1_g3,NA
isogroupOFAVBQ_DN20996_c0_g1,NA
isogroupOFAVBQ_DN209970_c3_g1,NA
isogroupOFAVBQ_DN209970_c4_g1,0.150598969182815
isogroupOFAVBQ_DN209970_c5_g1,-0.192084476279207
isogroupOFAVBQ_DN209971_c0_g2,-0.0131528697986607
isogroupOFAVBQ_DN209974_c1_g1,-0.213060773796275
isogroupOFAVBQ_DN209975_c3_g2,NA
isogroupOFAVBQ_DN209975_c4_g1,NA
isogroupOFAVBQ_DN209976_c2_g1,0.0500466291396716
isogroupOFAVBQ_DN209977_c1_g1,-0.632555457183733
isogroupOFAVBQ_DN209977_c1_g4,NA
isogroupOFAVBQ_DN209977_c1_g5,NA
isogroupOFAVBQ_DN209977_c1_g7,0.0458457010117413
isogroupOFAVBQ_DN209979_c0_g4,NA
isogroupOFAVBQ_DN209980_c0_g1,NA
isogroupOFAVBQ_DN209981_c6_g1,NA
isogroupOFAVBQ_DN209983_c5_g1,-0.561963699165102
isogroupOFAVBQ_DN209985_c0_g1,NA
isogroupOFAVBQ_DN209986_c3_g2,0.0809817522956044
isogroupOFAVBQ_DN209986_c3_g3,NA
isogroupOFAVBQ_DN209989_c0_g1,NA
isogroupOFAVBQ_DN209990_c2_g2,NA
isogroupOFAVBQ_DN209990_c3_g1,NA
isogroupOFAVBQ_DN209993_c4_g2,1.71386387175938
isogroupOFAVBQ_DN209993_c4_g6,NA
isogroupOFAVBQ_DN209995_c3_g2,-0.142400488797363
isogroupOFAVBQ_DN209996_c4_g1,-0.249250209515082
isogroupOFAVBQ_DN209998_c0_g2,-0.148636158154822
isogroupOFAVBQ_DN209999_c0_g1,NA
isogroupOFAVBQ_DN210000_c4_g3,NA
isogroupOFAVBQ_DN210005_c1_g1,0.427550096000705
isogroupOFAVBQ_DN210007_c0_g1,NA
isogroupOFAVBQ_DN210009_c1_g3,NA
isogroupOFAVBQ_DN210012_c2_g2,-0.130927378509358
isogroupOFAVBQ_DN210012_c2_g5,NA
isogroupOFAVBQ_DN210013_c2_g2,-0.025595822541847
isogroupOFAVBQ_DN210013_c2_g3,NA
isogroupOFAVBQ_DN210015_c1_g1,-0.115489604633986
isogroupOFAVBQ_DN210019_c1_g1,NA
isogroupOFAVBQ_DN210019_c2_g1,NA
isogroupOFAVBQ_DN210020_c2_g2,0.154345079769292
isogroupOFAVBQ_DN210021_c2_g2,NA
isogroupOFAVBQ_DN210022_c4_g1,NA
isogroupOFAVBQ_DN210023_c2_g1,0.541947486754648
isogroupOFAVBQ_DN210023_c2_g2,-0.237298735974952
isogroupOFAVBQ_DN210024_c3_g1,NA
isogroupOFAVBQ_DN210026_c2_g1,0.57376308300548
isogroupOFAVBQ_DN210026_c3_g1,1.13827616662652
isogroupOFAVBQ_DN210028_c4_g1,0.125047874205906
isogroupOFAVBQ_DN210029_c11_g2,NA
isogroupOFAVBQ_DN210031_c0_g1,0.425412734521653
isogroupOFAVBQ_DN210032_c0_g1,NA
isogroupOFAVBQ_DN210032_c1_g1,NA
isogroupOFAVBQ_DN210033_c10_g1,0.24356044703329
isogroupOFAVBQ_DN210035_c4_g1,NA
isogroupOFAVBQ_DN210035_c4_g2,NA
isogroupOFAVBQ_DN210036_c2_g2,NA
isogroupOFAVBQ_DN210037_c3_g1,NA
isogroupOFAVBQ_DN210037_c5_g1,NA
isogroupOFAVBQ_DN210038_c5_g4,0.212079818703669
isogroupOFAVBQ_DN210038_c5_g7,NA
isogroupOFAVBQ_DN210039_c1_g2,1.12820158523907
isogroupOFAVBQ_DN210040_c0_g1,NA
isogroupOFAVBQ_DN210041_c0_g1,NA
isogroupOFAVBQ_DN210042_c0_g1,NA
isogroupOFAVBQ_DN210042_c4_g1,NA
isogroupOFAVBQ_DN210042_c5_g4,0.0176076370661028
isogroupOFAVBQ_DN210043_c1_g1,NA
isogroupOFAVBQ_DN210047_c5_g1,NA
isogroupOFAVBQ_DN210047_c5_g2,NA
isogroupOFAVBQ_DN210048_c0_g2,0.0839672319064593
isogroupOFAVBQ_DN210048_c1_g2,-0.172312068971524
isogroupOFAVBQ_DN210048_c1_g4,1.15464355716936
isogroupOFAVBQ_DN210050_c0_g1,-0.0298205389456881
isogroupOFAVBQ_DN210050_c1_g1,-0.0771407304936788
isogroupOFAVBQ_DN210051_c0_g1,-0.0979322853260477
isogroupOFAVBQ_DN210053_c0_g3,NA
isogroupOFAVBQ_DN210053_c0_g4,-0.819279545567277
isogroupOFAVBQ_DN210055_c0_g1,1.04526000567639
isogroupOFAVBQ_DN210057_c5_g1,0.168900226776307
isogroupOFAVBQ_DN210058_c0_g1,NA
isogroupOFAVBQ_DN210059_c1_g1,NA
isogroupOFAVBQ_DN210060_c0_g1,-0.430541844489643
isogroupOFAVBQ_DN210060_c0_g2,1.31704978721882
isogroupOFAVBQ_DN210061_c9_g3,NA
isogroupOFAVBQ_DN210062_c0_g1,-0.375531660432099
isogroupOFAVBQ_DN210063_c0_g2,0.0542134698734744
isogroupOFAVBQ_DN210063_c0_g3,0.448053574473149
isogroupOFAVBQ_DN210065_c8_g1,NA
isogroupOFAVBQ_DN210067_c1_g1,-0.0232260454456158
isogroupOFAVBQ_DN210068_c0_g1,NA
isogroupOFAVBQ_DN210072_c0_g1,NA
isogroupOFAVBQ_DN210072_c0_g2,NA
isogroupOFAVBQ_DN210075_c5_g1,NA
isogroupOFAVBQ_DN210075_c5_g2,NA
isogroupOFAVBQ_DN210075_c5_g3,NA
isogroupOFAVBQ_DN210076_c0_g1,0.0535274842321019
isogroupOFAVBQ_DN210077_c2_g1,-0.0135349558798026
isogroupOFAVBQ_DN210078_c0_g1,0.376530238472853
isogroupOFAVBQ_DN210080_c0_g1,0.260606422145618
isogroupOFAVBQ_DN210081_c2_g2,0.0151416487915122
isogroupOFAVBQ_DN210084_c4_g1,-0.106043160423581
isogroupOFAVBQ_DN210084_c4_g2,0.735191645423187
isogroupOFAVBQ_DN210084_c4_g3,0.346568813661525
isogroupOFAVBQ_DN210085_c0_g1,-0.0667790565938055
isogroupOFAVBQ_DN210088_c2_g2,NA
isogroupOFAVBQ_DN210089_c5_g4,NA
isogroupOFAVBQ_DN210090_c0_g1,0.0234988185175194
isogroupOFAVBQ_DN210091_c0_g2,-0.329407133333658
isogroupOFAVBQ_DN210093_c0_g1,NA
isogroupOFAVBQ_DN210093_c0_g2,-0.579445609756693
isogroupOFAVBQ_DN210093_c0_g4,NA
isogroupOFAVBQ_DN210095_c2_g1,0.146094391180005
isogroupOFAVBQ_DN210095_c2_g4,NA
isogroupOFAVBQ_DN210097_c0_g1,-0.669596125400228
isogroupOFAVBQ_DN210099_c0_g2,-0.419200732392761
isogroupOFAVBQ_DN210101_c1_g4,0.0153957988067992
isogroupOFAVBQ_DN210103_c1_g3,NA
isogroupOFAVBQ_DN210104_c0_g1,0.204965287793195
isogroupOFAVBQ_DN210105_c0_g2,NA
isogroupOFAVBQ_DN210105_c1_g1,-0.12663629325435
isogroupOFAVBQ_DN210107_c7_g1,0.613412684581429
isogroupOFAVBQ_DN210108_c1_g2,NA
isogroupOFAVBQ_DN210109_c1_g1,0.224014925786174
isogroupOFAVBQ_DN210111_c2_g1,NA
isogroupOFAVBQ_DN210111_c3_g1,NA
isogroupOFAVBQ_DN210112_c3_g1,NA
isogroupOFAVBQ_DN210112_c4_g1,NA
isogroupOFAVBQ_DN210113_c0_g6,NA
isogroupOFAVBQ_DN210114_c1_g2,NA
isogroupOFAVBQ_DN210118_c3_g1,NA
isogroupOFAVBQ_DN210118_c5_g4,NA
isogroupOFAVBQ_DN210119_c3_g1,-0.145854041540782
isogroupOFAVBQ_DN210120_c3_g1,NA
isogroupOFAVBQ_DN210120_c3_g3,NA
isogroupOFAVBQ_DN210121_c0_g1,-1.02253116982064
isogroupOFAVBQ_DN210122_c0_g2,NA
isogroupOFAVBQ_DN210123_c2_g1,-0.0682629305336017
isogroupOFAVBQ_DN210123_c2_g2,NA
isogroupOFAVBQ_DN210124_c3_g1,-0.00661836644109852
isogroupOFAVBQ_DN210125_c10_g1,-0.201615831960946
isogroupOFAVBQ_DN210126_c0_g1,0.298397640439218
isogroupOFAVBQ_DN210126_c0_g3,NA
isogroupOFAVBQ_DN210127_c5_g2,-0.00893192401995432
isogroupOFAVBQ_DN210129_c0_g1,NA
isogroupOFAVBQ_DN210130_c3_g2,0.425412734521653
isogroupOFAVBQ_DN210130_c4_g1,-0.375531660432099
isogroupOFAVBQ_DN210131_c10_g5,NA
isogroupOFAVBQ_DN210132_c5_g1,-0.106030288597991
isogroupOFAVBQ_DN210132_c6_g1,NA
isogroupOFAVBQ_DN210133_c5_g1,0.435629513315293
isogroupOFAVBQ_DN210135_c10_g1,NA
isogroupOFAVBQ_DN210135_c6_g2,0.0502525178796186
isogroupOFAVBQ_DN210135_c6_g3,0.0965303039498263
isogroupOFAVBQ_DN210135_c6_g5,NA
isogroupOFAVBQ_DN210136_c5_g1,1.4195643891346
isogroupOFAVBQ_DN210138_c0_g2,0.146944017067935
isogroupOFAVBQ_DN210139_c0_g1,0.00393079012362365
isogroupOFAVBQ_DN210140_c1_g1,-0.00190485495505832
isogroupOFAVBQ_DN210140_c1_g2,NA
isogroupOFAVBQ_DN210142_c4_g1,-0.368854077628265
isogroupOFAVBQ_DN210145_c0_g1,1.71386387175938
isogroupOFAVBQ_DN210145_c1_g2,-0.0162164213648257
isogroupOFAVBQ_DN210147_c1_g1,NA
isogroupOFAVBQ_DN210148_c0_g1,0.117472305176725
isogroupOFAVBQ_DN210149_c2_g3,NA
isogroupOFAVBQ_DN210149_c2_g5,0.612911310215349
isogroupOFAVBQ_DN210150_c0_g1,NA
isogroupOFAVBQ_DN210151_c2_g1,NA
isogroupOFAVBQ_DN210152_c1_g2,NA
isogroupOFAVBQ_DN210154_c0_g1,-0.631499748890037
isogroupOFAVBQ_DN210154_c0_g3,NA
isogroupOFAVBQ_DN210158_c1_g2,NA
isogroupOFAVBQ_DN210160_c0_g1,NA
isogroupOFAVBQ_DN210161_c0_g1,-0.0107925882799823
isogroupOFAVBQ_DN210163_c1_g1,NA
isogroupOFAVBQ_DN210163_c1_g2,0.152893016308024
isogroupOFAVBQ_DN210163_c1_g4,NA
isogroupOFAVBQ_DN210164_c7_g1,NA
isogroupOFAVBQ_DN210165_c5_g1,-0.0640880858696296
isogroupOFAVBQ_DN210165_c6_g1,0.249381440210455
isogroupOFAVBQ_DN210165_c7_g1,NA
isogroupOFAVBQ_DN210166_c6_g1,NA
isogroupOFAVBQ_DN210167_c1_g1,0.157531121248943
isogroupOFAVBQ_DN210168_c4_g1,0.00393079012362365
isogroupOFAVBQ_DN210169_c2_g1,0.787877883578717
isogroupOFAVBQ_DN210169_c3_g1,NA
isogroupOFAVBQ_DN210171_c2_g1,-0.0464143928830647
isogroupOFAVBQ_DN210172_c1_g1,NA
isogroupOFAVBQ_DN210172_c6_g1,0.210340847896337
isogroupOFAVBQ_DN210173_c12_g1,NA
isogroupOFAVBQ_DN210174_c0_g1,-1.01947819175915
isogroupOFAVBQ_DN210175_c2_g1,NA
isogroupOFAVBQ_DN210175_c2_g2,-0.269896087479691
isogroupOFAVBQ_DN210175_c2_g3,-0.185465304252508
isogroupOFAVBQ_DN210175_c2_g6,NA
isogroupOFAVBQ_DN210177_c1_g1,0.00883609505406708
isogroupOFAVBQ_DN210178_c1_g1,NA
isogroupOFAVBQ_DN210178_c1_g2,-0.224003335455524
isogroupOFAVBQ_DN210179_c2_g1,NA
isogroupOFAVBQ_DN210180_c2_g1,NA
isogroupOFAVBQ_DN210180_c2_g2,0.876982720111065
isogroupOFAVBQ_DN210181_c3_g2,0.139306182926851
isogroupOFAVBQ_DN210182_c2_g1,NA
isogroupOFAVBQ_DN210183_c2_g2,-0.0732322196637599
isogroupOFAVBQ_DN210185_c4_g1,-0.319249639731894
isogroupOFAVBQ_DN210187_c0_g1,0.0101027723483553
isogroupOFAVBQ_DN210190_c6_g1,0.497508794678038
isogroupOFAVBQ_DN210192_c3_g1,-0.142889038962488
isogroupOFAVBQ_DN210193_c5_g1,-0.164830423036273
isogroupOFAVBQ_DN210194_c4_g1,1.58219041252611
isogroupOFAVBQ_DN210195_c4_g1,-0.231740035459682
isogroupOFAVBQ_DN210196_c0_g1,0.198193483858641
isogroupOFAVBQ_DN210196_c0_g3,-0.0333821182364314
isogroupOFAVBQ_DN210199_c0_g1,NA
isogroupOFAVBQ_DN210200_c2_g2,NA
isogroupOFAVBQ_DN210200_c3_g2,NA
isogroupOFAVBQ_DN210201_c2_g1,NA
isogroupOFAVBQ_DN210201_c2_g3,-0.098320519092413
isogroupOFAVBQ_DN210202_c0_g5,NA
isogroupOFAVBQ_DN210203_c0_g1,0.512289535879457
isogroupOFAVBQ_DN210205_c0_g6,NA
isogroupOFAVBQ_DN210206_c5_g1,NA
isogroupOFAVBQ_DN210207_c2_g2,NA
isogroupOFAVBQ_DN210207_c4_g1,0.500197034558408
isogroupOFAVBQ_DN210207_c4_g3,NA
isogroupOFAVBQ_DN210209_c0_g1,-0.342293934054901
isogroupOFAVBQ_DN210209_c0_g2,NA
isogroupOFAVBQ_DN210212_c1_g3,0.0463385707739106
isogroupOFAVBQ_DN210213_c0_g1,0.360065826362368
isogroupOFAVBQ_DN210217_c1_g1,-0.296696575575477
isogroupOFAVBQ_DN210217_c1_g2,NA
isogroupOFAVBQ_DN210218_c5_g2,-0.75584064855764
isogroupOFAVBQ_DN210219_c1_g1,NA
isogroupOFAVBQ_DN210221_c1_g4,NA
isogroupOFAVBQ_DN210223_c3_g3,NA
isogroupOFAVBQ_DN210226_c3_g1,-0.453451684170993
isogroupOFAVBQ_DN210227_c0_g1,0.117237294106879
isogroupOFAVBQ_DN210228_c3_g1,-0.0192860679963896
isogroupOFAVBQ_DN210230_c0_g2,NA
isogroupOFAVBQ_DN210231_c7_g1,NA
isogroupOFAVBQ_DN210233_c5_g1,NA
isogroupOFAVBQ_DN210233_c5_g2,NA
isogroupOFAVBQ_DN210234_c2_g7,NA
isogroupOFAVBQ_DN210234_c2_g9,NA
isogroupOFAVBQ_DN210235_c9_g1,0.410313014320956
isogroupOFAVBQ_DN210235_c9_g2,NA
isogroupOFAVBQ_DN210236_c0_g1,NA
isogroupOFAVBQ_DN210238_c0_g3,0.173624859276441
isogroupOFAVBQ_DN210240_c0_g2,NA
isogroupOFAVBQ_DN210241_c2_g1,NA
isogroupOFAVBQ_DN210241_c3_g1,0.0181190610109566
isogroupOFAVBQ_DN210242_c0_g1,NA
isogroupOFAVBQ_DN210242_c2_g3,0.150598969182815
isogroupOFAVBQ_DN210243_c0_g1,NA
isogroupOFAVBQ_DN210244_c8_g1,NA
isogroupOFAVBQ_DN210245_c0_g1,-0.058347373319696
isogroupOFAVBQ_DN210246_c4_g1,-0.0903432085763344
isogroupOFAVBQ_DN210247_c2_g1,-0.0864894918940545
isogroupOFAVBQ_DN210249_c5_g1,NA
isogroupOFAVBQ_DN210251_c2_g1,0.180738202218506
isogroupOFAVBQ_DN210251_c4_g1,NA
isogroupOFAVBQ_DN210252_c1_g1,NA
isogroupOFAVBQ_DN210252_c2_g1,-0.0193045381912332
isogroupOFAVBQ_DN210254_c4_g1,-0.749693135974814
isogroupOFAVBQ_DN210255_c2_g4,NA
isogroupOFAVBQ_DN210258_c1_g1,0.126314100638091
isogroupOFAVBQ_DN210259_c2_g2,NA
isogroupOFAVBQ_DN210261_c3_g2,NA
isogroupOFAVBQ_DN210262_c5_g1,NA
isogroupOFAVBQ_DN210267_c1_g2,NA
isogroupOFAVBQ_DN210267_c2_g1,NA
isogroupOFAVBQ_DN210267_c4_g1,NA
isogroupOFAVBQ_DN210269_c4_g1,NA
isogroupOFAVBQ_DN210270_c2_g2,0.939113593541614
isogroupOFAVBQ_DN210271_c4_g2,-0.823540799525623
isogroupOFAVBQ_DN210272_c1_g1,-0.338361871571659
isogroupOFAVBQ_DN210272_c1_g4,NA
isogroupOFAVBQ_DN210272_c1_g5,NA
isogroupOFAVBQ_DN210274_c0_g2,0.232674590037938
isogroupOFAVBQ_DN210275_c0_g3,NA
isogroupOFAVBQ_DN210276_c1_g1,0.247060031212942
isogroupOFAVBQ_DN210278_c1_g1,NA
isogroupOFAVBQ_DN210280_c3_g1,NA
isogroupOFAVBQ_DN210282_c2_g1,NA
isogroupOFAVBQ_DN210284_c0_g1,0.498158161927644
isogroupOFAVBQ_DN210286_c5_g1,0.170198378327289
isogroupOFAVBQ_DN210287_c6_g1,0.260340057560814
isogroupOFAVBQ_DN210289_c5_g1,NA
isogroupOFAVBQ_DN210289_c6_g2,NA
isogroupOFAVBQ_DN210290_c0_g1,0.187114081581353
isogroupOFAVBQ_DN210291_c1_g1,NA
isogroupOFAVBQ_DN210293_c6_g1,NA
isogroupOFAVBQ_DN210294_c4_g1,NA
isogroupOFAVBQ_DN210294_c5_g1,0.00778120402366103
isogroupOFAVBQ_DN210296_c0_g1,0.0232684425393859
isogroupOFAVBQ_DN210297_c3_g1,NA
isogroupOFAVBQ_DN210298_c0_g1,-0.137682099649966
isogroupOFAVBQ_DN210300_c3_g2,-0.25827166805773
isogroupOFAVBQ_DN210300_c3_g3,-0.361062724809728
isogroupOFAVBQ_DN210300_c4_g1,NA
isogroupOFAVBQ_DN210301_c1_g3,NA
isogroupOFAVBQ_DN210301_c2_g1,0.468851815807458
isogroupOFAVBQ_DN210302_c1_g2,NA
isogroupOFAVBQ_DN210302_c2_g3,NA
isogroupOFAVBQ_DN210303_c0_g4,NA
isogroupOFAVBQ_DN210304_c0_g1,NA
isogroupOFAVBQ_DN210306_c0_g1,NA
isogroupOFAVBQ_DN210306_c0_g2,-0.692556727354871
isogroupOFAVBQ_DN210309_c0_g1,NA
isogroupOFAVBQ_DN210309_c0_g2,NA
isogroupOFAVBQ_DN210310_c0_g1,NA
isogroupOFAVBQ_DN210311_c4_g2,NA
isogroupOFAVBQ_DN210312_c0_g2,NA
isogroupOFAVBQ_DN210313_c0_g2,0.950838309795126
isogroupOFAVBQ_DN210314_c0_g1,-0.086015357700043
isogroupOFAVBQ_DN210315_c2_g2,NA
isogroupOFAVBQ_DN210316_c4_g2,NA
isogroupOFAVBQ_DN210321_c3_g1,NA
isogroupOFAVBQ_DN210323_c0_g1,-0.0134049829128085
isogroupOFAVBQ_DN210324_c0_g1,0.0953737082012656
isogroupOFAVBQ_DN210325_c5_g2,NA
isogroupOFAVBQ_DN210327_c0_g2,-1.35902907041768
isogroupOFAVBQ_DN210327_c0_g3,NA
isogroupOFAVBQ_DN210328_c1_g2,NA
isogroupOFAVBQ_DN210329_c2_g2,NA
isogroupOFAVBQ_DN210329_c2_g4,NA
isogroupOFAVBQ_DN210330_c0_g1,0.690142097841287
isogroupOFAVBQ_DN210330_c0_g4,NA
isogroupOFAVBQ_DN210333_c4_g1,-0.196503563645921
isogroupOFAVBQ_DN210336_c1_g2,-0.0483105667411658
isogroupOFAVBQ_DN210337_c0_g1,-0.12227776643724
isogroupOFAVBQ_DN210337_c0_g4,-0.263183147262562
isogroupOFAVBQ_DN210339_c1_g2,-0.171575740841004
isogroupOFAVBQ_DN210339_c2_g1,0.677974439537354
isogroupOFAVBQ_DN210340_c2_g4,-0.143549187708597
isogroupOFAVBQ_DN210340_c2_g6,NA
isogroupOFAVBQ_DN210340_c2_g7,NA
isogroupOFAVBQ_DN210341_c0_g1,NA
isogroupOFAVBQ_DN210341_c1_g1,-0.759777043406729
isogroupOFAVBQ_DN210342_c9_g1,NA
isogroupOFAVBQ_DN210347_c1_g2,0.0624044195483241
isogroupOFAVBQ_DN210348_c2_g1,-0.0349379964266594
isogroupOFAVBQ_DN210352_c1_g2,NA
isogroupOFAVBQ_DN210352_c2_g1,NA
isogroupOFAVBQ_DN210353_c2_g2,NA
isogroupOFAVBQ_DN210353_c3_g2,-0.0276372082137311
isogroupOFAVBQ_DN210353_c3_g3,NA
isogroupOFAVBQ_DN210355_c7_g2,-0.313365649088272
isogroupOFAVBQ_DN210355_c7_g3,NA
isogroupOFAVBQ_DN210358_c3_g1,NA
isogroupOFAVBQ_DN210359_c0_g1,NA
isogroupOFAVBQ_DN210359_c0_g2,-0.609520370812405
isogroupOFAVBQ_DN210361_c0_g1,NA
isogroupOFAVBQ_DN210361_c2_g1,0.0434129873703489
isogroupOFAVBQ_DN210362_c1_g1,0.241347903300581
isogroupOFAVBQ_DN210363_c0_g1,NA
isogroupOFAVBQ_DN210365_c1_g4,NA
isogroupOFAVBQ_DN210365_c2_g1,-0.106331646589415
isogroupOFAVBQ_DN210365_c3_g3,NA
isogroupOFAVBQ_DN210369_c3_g1,-0.583812146778525
isogroupOFAVBQ_DN210371_c2_g2,-0.00706460129313072
isogroupOFAVBQ_DN210371_c3_g2,NA
isogroupOFAVBQ_DN210373_c3_g3,-0.00346050581633257
isogroupOFAVBQ_DN210373_c3_g4,NA
isogroupOFAVBQ_DN210374_c0_g1,-0.0426368422489595
isogroupOFAVBQ_DN210374_c0_g2,NA
isogroupOFAVBQ_DN210375_c7_g1,NA
isogroupOFAVBQ_DN210376_c1_g1,NA
isogroupOFAVBQ_DN210377_c2_g1,0.192750122967737
isogroupOFAVBQ_DN210378_c1_g1,NA
isogroupOFAVBQ_DN210379_c0_g1,NA
isogroupOFAVBQ_DN210381_c2_g1,0.162069979285875
isogroupOFAVBQ_DN210383_c4_g1,0.106331646589415
isogroupOFAVBQ_DN210385_c1_g1,0.00796844872369142
isogroupOFAVBQ_DN210386_c5_g1,0.277648771067348
isogroupOFAVBQ_DN210387_c10_g1,NA
isogroupOFAVBQ_DN210387_c2_g1,NA
isogroupOFAVBQ_DN210388_c2_g2,NA
isogroupOFAVBQ_DN210389_c1_g1,NA
isogroupOFAVBQ_DN210391_c3_g1,0.370283928075792
isogroupOFAVBQ_DN210391_c3_g3,NA
