gene,logP
isogroupOFAVBQ_DN199612_c0_g2,0.00664563871086824
isogroupOFAVBQ_DN199616_c5_g2,NA
isogroupOFAVBQ_DN199617_c3_g1,NA
isogroupOFAVBQ_DN199620_c3_g4,NA
isogroupOFAVBQ_DN199620_c3_g8,NA
isogroupOFAVBQ_DN199621_c9_g4,NA
isogroupOFAVBQ_DN199622_c4_g4,NA
isogroupOFAVBQ_DN199624_c2_g1,0.0563415706404991
isogroupOFAVBQ_DN199624_c2_g4,NA
isogroupOFAVBQ_DN199625_c3_g4,NA
isogroupOFAVBQ_DN199626_c0_g1,0.0179277602201505
isogroupOFAVBQ_DN199627_c1_g2,1.35977322280115
isogroupOFAVBQ_DN199627_c2_g3,NA
isogroupOFAVBQ_DN199631_c7_g1,NA
isogroupOFAVBQ_DN199632_c7_g1,0.104146198696924
isogroupOFAVBQ_DN199633_c0_g1,NA
isogroupOFAVBQ_DN199634_c7_g1,NA
isogroupOFAVBQ_DN199635_c8_g1,NA
isogroupOFAVBQ_DN199635_c8_g2,-0.783206525132882
isogroupOFAVBQ_DN199636_c2_g6,NA
isogroupOFAVBQ_DN199637_c13_g1,NA
isogroupOFAVBQ_DN199637_c8_g1,0.0626077407938342
isogroupOFAVBQ_DN199637_c9_g1,0.117880560830597
isogroupOFAVBQ_DN199637_c9_g2,0.555328797509781
isogroupOFAVBQ_DN199640_c0_g1,NA
isogroupOFAVBQ_DN199642_c3_g6,NA
isogroupOFAVBQ_DN199642_c4_g1,NA
isogroupOFAVBQ_DN199643_c5_g1,0.193701261970659
isogroupOFAVBQ_DN199646_c0_g1,-0.299700921651978
isogroupOFAVBQ_DN199646_c0_g2,NA
isogroupOFAVBQ_DN199648_c0_g3,-0.124091078202769
isogroupOFAVBQ_DN199648_c0_g5,NA
isogroupOFAVBQ_DN199649_c0_g1,NA
isogroupOFAVBQ_DN199650_c1_g1,0.106669768783575
isogroupOFAVBQ_DN199652_c11_g1,NA
isogroupOFAVBQ_DN199652_c9_g3,0.737426067576574
isogroupOFAVBQ_DN199653_c1_g1,NA
isogroupOFAVBQ_DN199654_c4_g1,NA
isogroupOFAVBQ_DN199655_c4_g2,-0.0895629332758023
isogroupOFAVBQ_DN199657_c5_g1,NA
isogroupOFAVBQ_DN199658_c2_g1,NA
isogroupOFAVBQ_DN199658_c4_g6,NA
isogroupOFAVBQ_DN199659_c2_g3,NA
isogroupOFAVBQ_DN199660_c0_g1,-0.679961883414184
isogroupOFAVBQ_DN199664_c12_g4,-0.0759844304795549
isogroupOFAVBQ_DN199666_c4_g2,-0.321545823368433
isogroupOFAVBQ_DN199669_c0_g1,NA
isogroupOFAVBQ_DN199669_c7_g1,NA
isogroupOFAVBQ_DN199672_c0_g1,NA
isogroupOFAVBQ_DN199674_c2_g1,NA
isogroupOFAVBQ_DN199674_c4_g2,NA
isogroupOFAVBQ_DN199679_c0_g1,0.431816393356425
isogroupOFAVBQ_DN199689_c2_g2,-0.132987824765767
isogroupOFAVBQ_DN199690_c6_g1,-0.175080317343933
isogroupOFAVBQ_DN199695_c0_g1,-0.0539489975356424
isogroupOFAVBQ_DN199698_c3_g1,NA
isogroupOFAVBQ_DN199698_c4_g1,-0.33206229882972
isogroupOFAVBQ_DN199698_c4_g3,-0.116076770156695
isogroupOFAVBQ_DN199698_c4_g4,NA
isogroupOFAVBQ_DN199699_c0_g1,NA
isogroupOFAVBQ_DN199701_c0_g1,NA
isogroupOFAVBQ_DN199702_c0_g3,NA
isogroupOFAVBQ_DN199703_c4_g1,-1.28254155751478
isogroupOFAVBQ_DN199704_c2_g1,NA
isogroupOFAVBQ_DN199705_c4_g1,0.0841314817560632
isogroupOFAVBQ_DN199705_c4_g4,0.121324131303562
isogroupOFAVBQ_DN199705_c4_g6,NA
isogroupOFAVBQ_DN199706_c0_g1,NA
isogroupOFAVBQ_DN199707_c2_g1,0.243814246781019
isogroupOFAVBQ_DN199710_c11_g1,NA
isogroupOFAVBQ_DN199710_c3_g2,NA
isogroupOFAVBQ_DN199710_c8_g1,NA
isogroupOFAVBQ_DN199712_c6_g1,0.679079740693477
isogroupOFAVBQ_DN199712_c7_g1,NA
isogroupOFAVBQ_DN199713_c1_g2,NA
isogroupOFAVBQ_DN199714_c0_g3,-0.039889045660772
isogroupOFAVBQ_DN199716_c0_g3,NA
isogroupOFAVBQ_DN199717_c0_g1,NA
isogroupOFAVBQ_DN199718_c13_g5,NA
isogroupOFAVBQ_DN199718_c13_g6,NA
isogroupOFAVBQ_DN199720_c9_g1,NA
isogroupOFAVBQ_DN199721_c8_g1,NA
isogroupOFAVBQ_DN199722_c6_g3,NA
isogroupOFAVBQ_DN199724_c0_g1,0.00187921412992495
isogroupOFAVBQ_DN199726_c0_g2,0.501574671612243
isogroupOFAVBQ_DN199729_c0_g2,-0.0818701079242509
isogroupOFAVBQ_DN199730_c0_g1,NA
isogroupOFAVBQ_DN199731_c0_g1,NA
isogroupOFAVBQ_DN199731_c2_g1,-0.0314751183425783
isogroupOFAVBQ_DN199731_c2_g4,NA
isogroupOFAVBQ_DN199731_c2_g6,0.084109959993829
isogroupOFAVBQ_DN199733_c2_g1,-0.0291468031139395
isogroupOFAVBQ_DN199734_c0_g1,NA
isogroupOFAVBQ_DN199734_c0_g3,-0.223084701694048
isogroupOFAVBQ_DN199735_c2_g1,NA
isogroupOFAVBQ_DN199735_c3_g1,-0.215453241891878
isogroupOFAVBQ_DN199736_c1_g1,NA
isogroupOFAVBQ_DN199736_c1_g2,NA
isogroupOFAVBQ_DN199736_c1_g3,NA
isogroupOFAVBQ_DN199737_c0_g1,0.032652280011842
isogroupOFAVBQ_DN199738_c5_g1,0.853770373123986
isogroupOFAVBQ_DN199738_c5_g2,NA
isogroupOFAVBQ_DN199741_c3_g1,NA
isogroupOFAVBQ_DN199741_c8_g1,NA
isogroupOFAVBQ_DN199741_c8_g3,-0.368800756220019
isogroupOFAVBQ_DN199741_c8_g4,-0.312658376281891
isogroupOFAVBQ_DN199744_c3_g1,NA
isogroupOFAVBQ_DN199744_c3_g2,NA
isogroupOFAVBQ_DN199744_c3_g3,NA
isogroupOFAVBQ_DN199746_c1_g1,0.0703182660306836
isogroupOFAVBQ_DN199748_c11_g3,0.314700623392049
isogroupOFAVBQ_DN199748_c9_g1,NA
isogroupOFAVBQ_DN199751_c7_g1,NA
isogroupOFAVBQ_DN199755_c4_g2,0.18369258730538
isogroupOFAVBQ_DN199755_c5_g4,-0.0968605756819421
isogroupOFAVBQ_DN199756_c0_g1,0.392143543713952
isogroupOFAVBQ_DN199757_c6_g6,NA
isogroupOFAVBQ_DN199760_c0_g1,NA
isogroupOFAVBQ_DN199761_c0_g2,NA
isogroupOFAVBQ_DN199765_c12_g1,NA
isogroupOFAVBQ_DN199766_c0_g1,NA
isogroupOFAVBQ_DN199767_c8_g1,NA
isogroupOFAVBQ_DN199768_c0_g1,-0.0176738225372967
isogroupOFAVBQ_DN199770_c1_g1,NA
isogroupOFAVBQ_DN199772_c0_g1,NA
isogroupOFAVBQ_DN199772_c0_g2,NA
isogroupOFAVBQ_DN199776_c0_g3,0.0106186340250252
isogroupOFAVBQ_DN199777_c10_g2,0.116763350664355
isogroupOFAVBQ_DN199777_c8_g1,NA
isogroupOFAVBQ_DN199780_c8_g1,NA
isogroupOFAVBQ_DN199780_c8_g2,-0.0191654632199672
isogroupOFAVBQ_DN199781_c2_g2,NA
isogroupOFAVBQ_DN199782_c0_g1,0.0691708425881496
isogroupOFAVBQ_DN199784_c2_g1,NA
isogroupOFAVBQ_DN199786_c0_g1,NA
isogroupOFAVBQ_DN199789_c0_g1,NA
isogroupOFAVBQ_DN199794_c0_g1,NA
isogroupOFAVBQ_DN199796_c5_g3,NA
isogroupOFAVBQ_DN199799_c0_g1,NA
isogroupOFAVBQ_DN199800_c1_g1,0.497965540858402
isogroupOFAVBQ_DN199804_c1_g1,NA
isogroupOFAVBQ_DN199805_c5_g1,NA
isogroupOFAVBQ_DN199806_c0_g1,-0.0338553469252434
isogroupOFAVBQ_DN199809_c6_g1,-0.770109414168929
isogroupOFAVBQ_DN199810_c4_g5,NA
isogroupOFAVBQ_DN199811_c5_g1,NA
isogroupOFAVBQ_DN199812_c1_g1,NA
isogroupOFAVBQ_DN199813_c4_g1,NA
isogroupOFAVBQ_DN199815_c1_g1,0.0287001093885961
isogroupOFAVBQ_DN199816_c0_g1,0.41860302583209
isogroupOFAVBQ_DN199817_c2_g1,0.560535815540509
isogroupOFAVBQ_DN199824_c0_g3,NA
isogroupOFAVBQ_DN199828_c16_g2,NA
isogroupOFAVBQ_DN199833_c5_g1,NA
isogroupOFAVBQ_DN199833_c6_g1,NA
isogroupOFAVBQ_DN199833_c9_g2,NA
isogroupOFAVBQ_DN199834_c4_g2,NA
isogroupOFAVBQ_DN199834_c4_g8,NA
isogroupOFAVBQ_DN199835_c7_g1,0.0161993674450795
isogroupOFAVBQ_DN199836_c0_g1,NA
isogroupOFAVBQ_DN199836_c0_g2,NA
isogroupOFAVBQ_DN199839_c0_g1,-0.305582467334543
isogroupOFAVBQ_DN199840_c3_g4,NA
isogroupOFAVBQ_DN199842_c0_g1,0.0327088123779898
isogroupOFAVBQ_DN199843_c1_g2,-0.140874374537121
isogroupOFAVBQ_DN199843_c1_g3,NA
isogroupOFAVBQ_DN199843_c1_g4,NA
isogroupOFAVBQ_DN199843_c1_g7,-0.347819178762458
isogroupOFAVBQ_DN199849_c14_g1,0.139954620438988
isogroupOFAVBQ_DN199851_c4_g2,NA
isogroupOFAVBQ_DN199852_c4_g3,-0.129775507714453
isogroupOFAVBQ_DN199852_c4_g6,NA
isogroupOFAVBQ_DN199853_c0_g2,NA
isogroupOFAVBQ_DN199854_c0_g1,NA
isogroupOFAVBQ_DN199855_c3_g1,-0.0232684425393859
isogroupOFAVBQ_DN199855_c4_g1,-0.0129771881904864
isogroupOFAVBQ_DN199858_c3_g1,NA
isogroupOFAVBQ_DN199859_c4_g1,NA
isogroupOFAVBQ_DN199859_c4_g2,NA
isogroupOFAVBQ_DN199861_c0_g5,NA
isogroupOFAVBQ_DN199864_c0_g3,0.133532808823484
isogroupOFAVBQ_DN199870_c0_g1,NA
isogroupOFAVBQ_DN199871_c5_g4,1.24399235035709
isogroupOFAVBQ_DN199873_c7_g1,-0.00221808936160987
isogroupOFAVBQ_DN199873_c8_g1,0.0196899800969134
isogroupOFAVBQ_DN199878_c5_g1,NA
isogroupOFAVBQ_DN199879_c4_g2,NA
isogroupOFAVBQ_DN199880_c1_g1,NA
isogroupOFAVBQ_DN199880_c1_g2,NA
isogroupOFAVBQ_DN199880_c1_g3,NA
isogroupOFAVBQ_DN199880_c1_g5,NA
isogroupOFAVBQ_DN199882_c4_g1,NA
isogroupOFAVBQ_DN199882_c5_g1,NA
isogroupOFAVBQ_DN199884_c0_g1,0.189293296655208
isogroupOFAVBQ_DN199884_c2_g3,-0.252021559344237
isogroupOFAVBQ_DN199885_c0_g2,NA
isogroupOFAVBQ_DN199887_c4_g1,NA
isogroupOFAVBQ_DN199889_c0_g2,-0.0539489975356424
isogroupOFAVBQ_DN199890_c0_g1,NA
isogroupOFAVBQ_DN199900_c2_g1,NA
isogroupOFAVBQ_DN199900_c3_g2,NA
isogroupOFAVBQ_DN199901_c0_g1,NA
isogroupOFAVBQ_DN199902_c0_g1,NA
isogroupOFAVBQ_DN199904_c2_g1,NA
isogroupOFAVBQ_DN199905_c10_g3,NA
isogroupOFAVBQ_DN199905_c12_g1,-0.358925081359088
isogroupOFAVBQ_DN199905_c3_g1,NA
isogroupOFAVBQ_DN199907_c1_g1,0.433582280769769
isogroupOFAVBQ_DN199907_c1_g3,NA
isogroupOFAVBQ_DN199912_c1_g1,-0.384622692916616
isogroupOFAVBQ_DN199913_c8_g1,NA
isogroupOFAVBQ_DN199913_c8_g2,NA
isogroupOFAVBQ_DN199917_c1_g1,NA
isogroupOFAVBQ_DN199918_c0_g1,0.0898236373959858
isogroupOFAVBQ_DN199921_c0_g1,-0.015763828303245
isogroupOFAVBQ_DN199923_c6_g2,NA
isogroupOFAVBQ_DN199925_c1_g1,NA
isogroupOFAVBQ_DN199926_c0_g1,NA
isogroupOFAVBQ_DN199928_c5_g1,NA
isogroupOFAVBQ_DN199929_c0_g1,0.172033198498807
isogroupOFAVBQ_DN199930_c6_g1,NA
isogroupOFAVBQ_DN199933_c4_g1,NA
isogroupOFAVBQ_DN199933_c5_g1,NA
isogroupOFAVBQ_DN199933_c6_g1,-0.402995926217689
isogroupOFAVBQ_DN199934_c0_g1,0.201699628486465
isogroupOFAVBQ_DN199935_c6_g3,NA
isogroupOFAVBQ_DN199937_c0_g3,NA
isogroupOFAVBQ_DN199938_c6_g2,NA
isogroupOFAVBQ_DN199938_c6_g3,0.1970593103925
isogroupOFAVBQ_DN199938_c6_g4,NA
isogroupOFAVBQ_DN199939_c2_g2,NA
isogroupOFAVBQ_DN199939_c3_g1,NA
isogroupOFAVBQ_DN199941_c0_g6,NA
isogroupOFAVBQ_DN199943_c4_g3,0.0288183687354684
isogroupOFAVBQ_DN199944_c3_g2,0.0559456726303212
isogroupOFAVBQ_DN199944_c3_g3,NA
isogroupOFAVBQ_DN199945_c2_g1,NA
isogroupOFAVBQ_DN199945_c2_g2,-0.72617566125906
isogroupOFAVBQ_DN199945_c3_g1,NA
isogroupOFAVBQ_DN199946_c0_g1,NA
isogroupOFAVBQ_DN199946_c1_g1,NA
isogroupOFAVBQ_DN199946_c4_g1,NA
isogroupOFAVBQ_DN199946_c4_g3,NA
isogroupOFAVBQ_DN199946_c5_g1,0.583690676355804
isogroupOFAVBQ_DN199947_c1_g3,NA
isogroupOFAVBQ_DN199947_c1_g5,NA
isogroupOFAVBQ_DN199949_c2_g1,NA
isogroupOFAVBQ_DN199949_c2_g2,NA
isogroupOFAVBQ_DN199949_c3_g1,-0.0180670946537108
isogroupOFAVBQ_DN199952_c2_g1,NA
isogroupOFAVBQ_DN199952_c4_g1,NA
isogroupOFAVBQ_DN199952_c4_g3,NA
isogroupOFAVBQ_DN199958_c0_g1,NA
isogroupOFAVBQ_DN199960_c8_g2,0.0459101741391916
isogroupOFAVBQ_DN199966_c0_g1,-0.0194155165110615
isogroupOFAVBQ_DN199967_c0_g1,-0.448422570789907
isogroupOFAVBQ_DN199968_c3_g3,NA
isogroupOFAVBQ_DN199971_c0_g1,NA
isogroupOFAVBQ_DN199973_c3_g1,NA
isogroupOFAVBQ_DN199975_c4_g2,-0.974681077888368
isogroupOFAVBQ_DN199978_c4_g1,NA
isogroupOFAVBQ_DN199978_c5_g1,NA
isogroupOFAVBQ_DN199979_c4_g1,NA
isogroupOFAVBQ_DN199979_c4_g2,0.250461814565889
isogroupOFAVBQ_DN199979_c4_g3,NA
isogroupOFAVBQ_DN199981_c6_g2,-0.00190485495505832
isogroupOFAVBQ_DN199983_c0_g1,-0.000854530443543252
isogroupOFAVBQ_DN199984_c0_g1,NA
isogroupOFAVBQ_DN199987_c0_g2,NA
isogroupOFAVBQ_DN199991_c0_g1,-0.264798574610096
isogroupOFAVBQ_DN199992_c0_g1,0.602922949615273
isogroupOFAVBQ_DN199995_c0_g1,NA
isogroupOFAVBQ_DN199995_c0_g3,NA
isogroupOFAVBQ_DN199995_c3_g2,NA
isogroupOFAVBQ_DN199995_c3_g4,0.447157328129615
isogroupOFAVBQ_DN199996_c0_g3,-0.0388007207754554
isogroupOFAVBQ_DN199998_c0_g1,-1.93257462379154
isogroupOFAVBQ_DN199998_c1_g1,0.0439240504975225
isogroupOFAVBQ_DN200000_c8_g1,NA
isogroupOFAVBQ_DN200004_c0_g2,-0.107428392787913
isogroupOFAVBQ_DN200007_c0_g1,NA
isogroupOFAVBQ_DN200008_c0_g1,NA
isogroupOFAVBQ_DN200009_c1_g1,-0.017824021596705
isogroupOFAVBQ_DN200013_c1_g2,0.0207086887246661
isogroupOFAVBQ_DN200014_c10_g1,NA
isogroupOFAVBQ_DN200014_c13_g1,NA
isogroupOFAVBQ_DN200015_c3_g1,-0.00718974994123111
isogroupOFAVBQ_DN200015_c5_g3,NA
isogroupOFAVBQ_DN200016_c4_g5,NA
isogroupOFAVBQ_DN200018_c1_g2,NA
isogroupOFAVBQ_DN200018_c1_g4,1.9195630907075
isogroupOFAVBQ_DN200018_c1_g5,NA
isogroupOFAVBQ_DN200020_c3_g2,NA
isogroupOFAVBQ_DN200022_c3_g6,NA
isogroupOFAVBQ_DN200022_c3_g7,NA
isogroupOFAVBQ_DN200023_c1_g1,NA
isogroupOFAVBQ_DN200023_c2_g1,0.162766595017351
isogroupOFAVBQ_DN200024_c4_g1,0.173624859276441
isogroupOFAVBQ_DN200027_c1_g1,NA
isogroupOFAVBQ_DN200027_c3_g1,NA
isogroupOFAVBQ_DN200030_c4_g1,NA
isogroupOFAVBQ_DN200030_c6_g1,NA
isogroupOFAVBQ_DN200031_c3_g1,NA
isogroupOFAVBQ_DN200031_c3_g2,NA
isogroupOFAVBQ_DN200032_c4_g1,NA
isogroupOFAVBQ_DN200032_c7_g1,NA
isogroupOFAVBQ_DN200033_c9_g1,NA
isogroupOFAVBQ_DN200037_c5_g1,-0.123103707649445
isogroupOFAVBQ_DN200037_c5_g2,NA
isogroupOFAVBQ_DN200037_c5_g4,NA
isogroupOFAVBQ_DN200037_c5_g5,0.0131528697986607
isogroupOFAVBQ_DN200038_c6_g1,NA
isogroupOFAVBQ_DN200041_c5_g2,NA
isogroupOFAVBQ_DN200041_c5_g5,NA
isogroupOFAVBQ_DN200045_c10_g1,NA
isogroupOFAVBQ_DN200045_c2_g2,NA
isogroupOFAVBQ_DN200045_c5_g1,NA
isogroupOFAVBQ_DN200045_c6_g2,NA
isogroupOFAVBQ_DN200045_c7_g1,-0.0416390519340753
isogroupOFAVBQ_DN200045_c8_g1,0.13422487103524
isogroupOFAVBQ_DN200049_c4_g1,2.04208675210182
isogroupOFAVBQ_DN200049_c4_g2,NA
isogroupOFAVBQ_DN200049_c4_g4,-0.262448154701586
isogroupOFAVBQ_DN200051_c0_g3,NA
isogroupOFAVBQ_DN200054_c3_g5,NA
isogroupOFAVBQ_DN200055_c1_g3,0.457413785287622
isogroupOFAVBQ_DN200056_c0_g1,-0.364382692598849
isogroupOFAVBQ_DN200061_c0_g1,NA
isogroupOFAVBQ_DN200062_c1_g2,NA
isogroupOFAVBQ_DN200065_c1_g1,0.0445948586048572
isogroupOFAVBQ_DN200067_c4_g3,NA
isogroupOFAVBQ_DN200068_c2_g2,NA
isogroupOFAVBQ_DN200069_c0_g1,NA
isogroupOFAVBQ_DN200070_c1_g2,NA
isogroupOFAVBQ_DN200078_c0_g3,NA
isogroupOFAVBQ_DN200083_c1_g1,NA
isogroupOFAVBQ_DN200084_c5_g1,NA
isogroupOFAVBQ_DN200087_c0_g1,-0.398880336493672
isogroupOFAVBQ_DN200087_c2_g1,-0.138782814051261
isogroupOFAVBQ_DN200091_c0_g2,-0.0338553469252434
isogroupOFAVBQ_DN200092_c0_g1,0.0406203845596957
isogroupOFAVBQ_DN200093_c2_g5,NA
isogroupOFAVBQ_DN200098_c0_g1,-0.37426372539224
isogroupOFAVBQ_DN200100_c1_g2,0.00921370496294561
isogroupOFAVBQ_DN200100_c1_g3,NA
isogroupOFAVBQ_DN200101_c2_g1,-1.88010831331012
isogroupOFAVBQ_DN200101_c2_g5,0.117993706106548
isogroupOFAVBQ_DN200102_c0_g1,0.0441183406704383
isogroupOFAVBQ_DN200106_c8_g2,NA
isogroupOFAVBQ_DN200107_c0_g1,NA
isogroupOFAVBQ_DN200110_c0_g1,0.294187544357955
isogroupOFAVBQ_DN200113_c2_g4,NA
isogroupOFAVBQ_DN200113_c2_g5,NA
isogroupOFAVBQ_DN200115_c5_g1,NA
isogroupOFAVBQ_DN200116_c1_g1,NA
isogroupOFAVBQ_DN200116_c1_g2,NA
isogroupOFAVBQ_DN200116_c1_g3,NA
isogroupOFAVBQ_DN200119_c0_g1,0.00132517035933672
isogroupOFAVBQ_DN200121_c6_g1,NA
isogroupOFAVBQ_DN200125_c0_g2,0.287942350958546
isogroupOFAVBQ_DN200129_c4_g3,NA
isogroupOFAVBQ_DN200134_c0_g1,NA
isogroupOFAVBQ_DN200134_c1_g1,NA
isogroupOFAVBQ_DN200134_c2_g1,0.876035622398502
isogroupOFAVBQ_DN200135_c15_g1,NA
isogroupOFAVBQ_DN200135_c6_g1,NA
isogroupOFAVBQ_DN200135_c7_g1,NA
isogroupOFAVBQ_DN200135_c8_g1,-0.0690399053776053
isogroupOFAVBQ_DN200135_c9_g5,NA
isogroupOFAVBQ_DN200136_c0_g1,-0.107428392787913
isogroupOFAVBQ_DN200138_c1_g1,NA
isogroupOFAVBQ_DN200144_c1_g6,NA
isogroupOFAVBQ_DN200145_c0_g1,0.113376397730004
isogroupOFAVBQ_DN200146_c0_g2,NA
isogroupOFAVBQ_DN200149_c1_g1,NA
isogroupOFAVBQ_DN200149_c2_g1,-0.537090915366148
isogroupOFAVBQ_DN200150_c1_g1,NA
isogroupOFAVBQ_DN200152_c6_g1,NA
isogroupOFAVBQ_DN200152_c6_g2,0.143727877290479
isogroupOFAVBQ_DN200152_c7_g1,NA
isogroupOFAVBQ_DN200153_c4_g1,NA
isogroupOFAVBQ_DN200153_c4_g2,NA
isogroupOFAVBQ_DN200153_c5_g1,NA
isogroupOFAVBQ_DN200157_c0_g1,NA
isogroupOFAVBQ_DN200159_c1_g1,NA
isogroupOFAVBQ_DN200160_c0_g1,0.704530987575052
isogroupOFAVBQ_DN200163_c0_g1,NA
isogroupOFAVBQ_DN200165_c1_g2,-0.037040329430692
isogroupOFAVBQ_DN200166_c0_g1,NA
isogroupOFAVBQ_DN200169_c0_g1,NA
isogroupOFAVBQ_DN200176_c0_g1,0.00992447697526857
isogroupOFAVBQ_DN200177_c2_g1,-0.38796557849128
isogroupOFAVBQ_DN200177_c2_g3,NA
isogroupOFAVBQ_DN200182_c1_g1,0.393154200382137
isogroupOFAVBQ_DN200182_c1_g2,NA
isogroupOFAVBQ_DN200183_c0_g1,NA
isogroupOFAVBQ_DN200185_c8_g3,NA
isogroupOFAVBQ_DN200189_c0_g1,-0.0347353978013527
isogroupOFAVBQ_DN200190_c3_g1,NA
isogroupOFAVBQ_DN200190_c6_g1,-0.160840938805726
isogroupOFAVBQ_DN200190_c7_g2,0.109342765403269
isogroupOFAVBQ_DN200191_c4_g3,NA
isogroupOFAVBQ_DN200196_c2_g1,0.307479370165644
isogroupOFAVBQ_DN200197_c0_g1,NA
isogroupOFAVBQ_DN200197_c3_g1,NA
isogroupOFAVBQ_DN200197_c5_g2,0.233048396551621
isogroupOFAVBQ_DN200199_c8_g1,NA
isogroupOFAVBQ_DN200201_c11_g1,NA
isogroupOFAVBQ_DN200201_c11_g3,NA
isogroupOFAVBQ_DN200201_c15_g1,NA
isogroupOFAVBQ_DN200204_c4_g1,NA
isogroupOFAVBQ_DN200204_c5_g1,NA
isogroupOFAVBQ_DN200210_c8_g1,-0.0658685965718825
isogroupOFAVBQ_DN200210_c8_g2,NA
isogroupOFAVBQ_DN200212_c2_g2,NA
isogroupOFAVBQ_DN200212_c4_g1,NA
isogroupOFAVBQ_DN200212_c6_g3,0.548024921943092
isogroupOFAVBQ_DN200212_c6_g4,0.0270568394854771
isogroupOFAVBQ_DN200213_c10_g1,NA
isogroupOFAVBQ_DN200213_c8_g2,NA
isogroupOFAVBQ_DN200214_c1_g1,-0.0278100079154502
isogroupOFAVBQ_DN200214_c2_g1,NA
isogroupOFAVBQ_DN200214_c6_g1,NA
isogroupOFAVBQ_DN200214_c7_g1,-0.106331646589415
isogroupOFAVBQ_DN200217_c0_g1,NA
isogroupOFAVBQ_DN200218_c5_g1,NA
isogroupOFAVBQ_DN200218_c6_g1,NA
isogroupOFAVBQ_DN200218_c7_g1,NA
isogroupOFAVBQ_DN200219_c3_g3,NA
isogroupOFAVBQ_DN200220_c0_g1,NA
isogroupOFAVBQ_DN200221_c6_g1,-0.0190304009246717
isogroupOFAVBQ_DN200222_c10_g2,NA
isogroupOFAVBQ_DN200222_c2_g1,NA
isogroupOFAVBQ_DN200225_c0_g1,NA
isogroupOFAVBQ_DN200226_c6_g1,NA
isogroupOFAVBQ_DN200227_c5_g1,0.134680748366568
isogroupOFAVBQ_DN200230_c0_g2,-0.018740871157068
isogroupOFAVBQ_DN200231_c3_g1,NA
isogroupOFAVBQ_DN200232_c8_g2,NA
isogroupOFAVBQ_DN200233_c2_g1,0.067637405564692
isogroupOFAVBQ_DN200233_c3_g2,0.336423472317636
isogroupOFAVBQ_DN200233_c3_g3,NA
isogroupOFAVBQ_DN200234_c1_g2,-0.127121642086066
isogroupOFAVBQ_DN200235_c8_g1,NA
isogroupOFAVBQ_DN200235_c8_g3,NA
isogroupOFAVBQ_DN200236_c3_g2,NA
isogroupOFAVBQ_DN200236_c3_g3,NA
isogroupOFAVBQ_DN200236_c4_g1,NA
isogroupOFAVBQ_DN200237_c1_g3,NA
isogroupOFAVBQ_DN200237_c1_g4,-0.0968605756819421
isogroupOFAVBQ_DN200237_c1_g5,NA
isogroupOFAVBQ_DN200239_c2_g1,NA
isogroupOFAVBQ_DN200240_c0_g3,NA
isogroupOFAVBQ_DN200241_c0_g1,NA
isogroupOFAVBQ_DN200244_c7_g1,-0.128169868011057
isogroupOFAVBQ_DN200245_c2_g2,-0.631499748890037
isogroupOFAVBQ_DN200245_c3_g3,0.0159975268211259
isogroupOFAVBQ_DN200247_c4_g1,NA
isogroupOFAVBQ_DN200248_c0_g1,-0.162125273859761
isogroupOFAVBQ_DN200249_c0_g1,NA
isogroupOFAVBQ_DN200250_c2_g1,NA
isogroupOFAVBQ_DN200252_c5_g2,NA
isogroupOFAVBQ_DN200253_c5_g3,0.211275427298438
isogroupOFAVBQ_DN200255_c0_g2,-0.0310226213780467
isogroupOFAVBQ_DN200256_c4_g2,0.163857814100754
isogroupOFAVBQ_DN200256_c4_g5,0.0486167003645093
isogroupOFAVBQ_DN200258_c1_g1,NA
isogroupOFAVBQ_DN200258_c1_g2,NA
isogroupOFAVBQ_DN200259_c0_g1,NA
isogroupOFAVBQ_DN200262_c1_g1,NA
isogroupOFAVBQ_DN200264_c0_g1,0.103832944134553
isogroupOFAVBQ_DN200267_c0_g1,0.0146985809352174
isogroupOFAVBQ_DN200268_c1_g3,0.203639501570027
isogroupOFAVBQ_DN200269_c6_g3,NA
isogroupOFAVBQ_DN200271_c5_g1,NA
isogroupOFAVBQ_DN200271_c7_g1,-0.00517027681689467
isogroupOFAVBQ_DN200272_c2_g4,NA
isogroupOFAVBQ_DN200273_c0_g1,0.0254244562389973
isogroupOFAVBQ_DN200274_c4_g1,NA
isogroupOFAVBQ_DN200274_c5_g1,NA
isogroupOFAVBQ_DN200275_c0_g1,-0.137289451152559
isogroupOFAVBQ_DN200277_c0_g1,1.73322978396177
isogroupOFAVBQ_DN200278_c0_g1,0.448053574473149
isogroupOFAVBQ_DN200278_c0_g3,NA
isogroupOFAVBQ_DN200281_c6_g1,NA
isogroupOFAVBQ_DN200283_c4_g1,NA
isogroupOFAVBQ_DN200283_c6_g6,NA
isogroupOFAVBQ_DN200284_c1_g1,NA
isogroupOFAVBQ_DN200284_c1_g3,NA
isogroupOFAVBQ_DN200286_c5_g1,NA
isogroupOFAVBQ_DN200287_c0_g1,0.151013415094107
isogroupOFAVBQ_DN200288_c7_g1,0.123465958780502
isogroupOFAVBQ_DN200288_c9_g1,0.121944716941513
isogroupOFAVBQ_DN200289_c4_g1,NA
isogroupOFAVBQ_DN200294_c2_g1,NA
isogroupOFAVBQ_DN200297_c7_g1,NA
isogroupOFAVBQ_DN200297_c7_g6,NA
isogroupOFAVBQ_DN200298_c8_g1,NA
